Report Date,14-Day Period,FIPS,Locality,PCR Testing Encounters,Positive PCR Testing Encounters,PCR Percent Positivity
10/05/2020,"September 19, 2020 to October 2, 2020",51760,Richmond City,6615,204,0.0308
10/05/2020,"September 19, 2020 to October 2, 2020",51770,Roanoke City,12276,652,0.0531
10/05/2020,"September 19, 2020 to October 2, 2020",51775,Salem,1565,77,0.0492
10/05/2020,"September 19, 2020 to October 2, 2020",51790,Staunton,1499,41,0.0274
10/05/2020,"September 19, 2020 to October 2, 2020",51800,Suffolk,2746,227,0.0827
10/05/2020,"September 19, 2020 to October 2, 2020",51810,Virginia Beach,9213,379,0.0411
10/05/2020,"September 19, 2020 to October 2, 2020",51820,Waynesboro,565,27,0.0478
10/05/2020,"September 19, 2020 to October 2, 2020",51830,Williamsburg,17,0,0
10/05/2020,"September 19, 2020 to October 2, 2020",51840,Winchester,1984,128,0.0645
10/12/2020,"September 12, 2020 to September 25, 2020",51001,Accomack,811,17,0.021
10/12/2020,"September 12, 2020 to September 25, 2020",51003,Albemarle,4138,171,0.0413
10/12/2020,"September 12, 2020 to September 25, 2020",51005,Alleghany,416,11,0.0264
10/12/2020,"September 12, 2020 to September 25, 2020",51007,Amelia,288,4,0.0139
10/12/2020,"September 12, 2020 to September 25, 2020",51009,Amherst,995,60,0.0603
10/12/2020,"September 12, 2020 to September 25, 2020",51011,Appomattox,431,24,0.0557
10/12/2020,"September 12, 2020 to September 25, 2020",51013,Arlington,6512,238,0.0365
10/12/2020,"September 12, 2020 to September 25, 2020",51015,Augusta,741,52,0.0702
10/12/2020,"September 12, 2020 to September 25, 2020",51017,Bath,41,3,0.0732
10/12/2020,"September 12, 2020 to September 25, 2020",51019,Bedford,1727,89,0.0515
10/12/2020,"September 12, 2020 to September 25, 2020",51021,Bland,118,4,0.0339
10/12/2020,"September 12, 2020 to September 25, 2020",51023,Botetourt,352,17,0.0483
10/12/2020,"September 12, 2020 to September 25, 2020",51025,Brunswick,938,29,0.0309
10/12/2020,"September 12, 2020 to September 25, 2020",51027,Buchanan,120,11,0.0917
10/12/2020,"September 12, 2020 to September 25, 2020",51029,Buckingham,234,13,0.0556
10/12/2020,"September 12, 2020 to September 25, 2020",51031,Campbell,1080,56,0.0519
10/12/2020,"September 12, 2020 to September 25, 2020",51033,Caroline,775,55,0.071
10/12/2020,"September 12, 2020 to September 25, 2020",51035,Carroll,396,37,0.0934
10/12/2020,"September 12, 2020 to September 25, 2020",51036,Charles City,122,4,0.0328
10/12/2020,"September 12, 2020 to September 25, 2020",51037,Charlotte,363,13,0.0358
10/12/2020,"September 12, 2020 to September 25, 2020",51041,Chesterfield,9353,470,0.0503
10/12/2020,"September 12, 2020 to September 25, 2020",51043,Clarke,254,8,0.0315
10/12/2020,"September 12, 2020 to September 25, 2020",51045,Craig,67,5,0.0746
10/12/2020,"September 12, 2020 to September 25, 2020",51047,Culpeper,1054,26,0.0247
10/12/2020,"September 12, 2020 to September 25, 2020",51049,Cumberland,131,2,0.0153
10/12/2020,"September 12, 2020 to September 25, 2020",51051,Dickenson,157,9,0.0573
10/12/2020,"September 12, 2020 to September 25, 2020",51053,Dinwiddie,344,21,0.061
10/12/2020,"September 12, 2020 to September 25, 2020",51057,Essex,343,18,0.0525
10/12/2020,"September 12, 2020 to September 25, 2020",51059,Fairfax,25525,1239,0.0485
10/12/2020,"September 12, 2020 to September 25, 2020",51061,Fauquier,1158,30,0.0259
10/12/2020,"September 12, 2020 to September 25, 2020",51063,Floyd,337,18,0.0534
10/12/2020,"September 12, 2020 to September 25, 2020",51065,Fluvanna,1481,117,0.079
10/12/2020,"September 12, 2020 to September 25, 2020",51067,Franklin County,514,46,0.0895
10/12/2020,"September 12, 2020 to September 25, 2020",51069,Frederick,1480,42,0.0284
10/12/2020,"September 12, 2020 to September 25, 2020",51071,Giles,310,16,0.0516
10/12/2020,"September 12, 2020 to September 25, 2020",51073,Gloucester,689,19,0.0276
10/12/2020,"September 12, 2020 to September 25, 2020",51075,Goochland,449,24,0.0535
10/12/2020,"September 12, 2020 to September 25, 2020",51077,Grayson,349,32,0.0917
10/12/2020,"September 12, 2020 to September 25, 2020",51079,Greene,478,17,0.0356
10/12/2020,"September 12, 2020 to September 25, 2020",51081,Greensville,408,55,0.1348
10/12/2020,"September 12, 2020 to September 25, 2020",51083,Halifax,1470,53,0.0361
10/12/2020,"September 12, 2020 to September 25, 2020",51085,Hanover,3468,213,0.0614
10/12/2020,"September 12, 2020 to September 25, 2020",51087,Henrico,14148,590,0.0417
10/12/2020,"September 12, 2020 to September 25, 2020",51089,Henry,1339,164,0.1225
10/12/2020,"September 12, 2020 to September 25, 2020",51091,Highland,18,0,0
10/12/2020,"September 12, 2020 to September 25, 2020",51093,Isle of Wight,1245,97,0.0779
10/12/2020,"September 12, 2020 to September 25, 2020",51095,James City,1909,63,0.033
10/12/2020,"September 12, 2020 to September 25, 2020",51097,King and Queen,176,13,0.0739
10/12/2020,"September 12, 2020 to September 25, 2020",51099,King George,384,7,0.0182
10/12/2020,"September 12, 2020 to September 25, 2020",51101,King William,468,28,0.0598
10/12/2020,"September 12, 2020 to September 25, 2020",51103,Lancaster,783,63,0.0805
10/12/2020,"September 12, 2020 to September 25, 2020",51105,Lee,483,12,0.0248
10/12/2020,"September 12, 2020 to September 25, 2020",51107,Loudoun,7853,487,0.062
10/12/2020,"September 12, 2020 to September 25, 2020",51109,Louisa,817,29,0.0355
10/12/2020,"September 12, 2020 to September 25, 2020",51111,Lunenburg,307,8,0.0261
10/12/2020,"September 12, 2020 to September 25, 2020",51113,Madison,422,6,0.0142
10/12/2020,"September 12, 2020 to September 25, 2020",51115,Mathews,221,40,0.181
10/12/2020,"September 12, 2020 to September 25, 2020",51117,Mecklenburg,2081,93,0.0447
10/12/2020,"September 12, 2020 to September 25, 2020",51119,Middlesex,361,14,0.0388
