"﻿Report Date",HealthDistrict,HPRName,Cases,Death
2020-07-18,Fairfax,"Northern Region",2,0
2020-07-18,Roanoke,"Southwest Region",0,0
2020-07-18,"Eastern Shore","Eastern Region",0,0
2020-07-18,"Western Tidewater","Eastern Region",0,0
2020-07-18,"Thomas Jefferson","Northwest Region",0,0
2020-07-18,Pittsylvania-Danville,"Southwest Region",0,0
2020-07-18,"Cumberland Plateau","Southwest Region",0,0
2020-07-18,Henrico,"Central Region",0,0
2020-07-18,Portsmouth,"Eastern Region",0,0
2020-07-18,Hampton,"Eastern Region",0,0
2020-07-18,Chesapeake,"Eastern Region",0,0
2020-07-18,Rappahannock,"Northwest Region",1,0
2020-07-18,Loudoun,"Northern Region",0,0
2020-07-18,Southside,"Central Region",0,0
2020-07-18,Richmond,"Central Region",0,0
2020-07-18,Piedmont,"Central Region",0,0
2020-07-18,Norfolk,"Eastern Region",0,0
2020-07-18,"Three Rivers","Eastern Region",0,0
2020-07-18,"Prince William","Northern Region",2,0
2020-07-18,Chickahominy,"Central Region",0,0
2020-07-18,Alexandria,"Northern Region",1,0
2020-07-18,"Rappahannock Rapidan","Northwest Region",0,0
2020-07-18,Crater,"Central Region",0,0
2020-07-18,Lenowisco,"Southwest Region",0,0
2020-07-18,"Central Virginia","Southwest Region",0,0
2020-07-18,"Lord Fairfax","Northwest Region",0,0
2020-07-18,Chesterfield,"Central Region",0,0
2020-07-18,Arlington,"Northern Region",0,0
2020-07-18,"New River","Southwest Region",0,0
2020-07-18,Alleghany,"Southwest Region",0,0
2020-07-18,"Central Shenandoah","Northwest Region",1,0
2020-07-18,"Mount Rogers","Southwest Region",0,0
2020-07-18,"West Piedmont","Southwest Region",0,0
2020-07-18,"Virginia Beach","Eastern Region",0,0
2020-07-18,Peninsula,"Eastern Region",0,0
