"﻿Report Date",HealthDistrict,HPRName,Cases,Death
2020-07-17,Fairfax,"Northern Region",2,0
2020-07-17,Roanoke,"Southwest Region",0,0
2020-07-17,"Eastern Shore","Eastern Region",0,0
2020-07-17,"Western Tidewater","Eastern Region",0,0
2020-07-17,"Thomas Jefferson","Northwest Region",0,0
2020-07-17,Pittsylvania-Danville,"Southwest Region",0,0
2020-07-17,"Cumberland Plateau","Southwest Region",0,0
2020-07-17,Henrico,"Central Region",0,0
2020-07-17,Portsmouth,"Eastern Region",0,0
2020-07-17,Hampton,"Eastern Region",0,0
2020-07-17,Chesapeake,"Eastern Region",0,0
2020-07-17,Rappahannock,"Northwest Region",1,0
2020-07-17,Loudoun,"Northern Region",0,0
2020-07-17,Southside,"Central Region",0,0
2020-07-17,Richmond,"Central Region",0,0
2020-07-17,Piedmont,"Central Region",0,0
2020-07-17,Norfolk,"Eastern Region",0,0
2020-07-17,"Three Rivers","Eastern Region",0,0
2020-07-17,"Prince William","Northern Region",2,0
2020-07-17,Chickahominy,"Central Region",0,0
2020-07-17,Alexandria,"Northern Region",1,0
2020-07-17,"Rappahannock Rapidan","Northwest Region",0,0
2020-07-17,Crater,"Central Region",0,0
2020-07-17,Lenowisco,"Southwest Region",0,0
2020-07-17,"Central Virginia","Southwest Region",0,0
2020-07-17,"Lord Fairfax","Northwest Region",0,0
2020-07-17,Chesterfield,"Central Region",0,0
2020-07-17,Arlington,"Northern Region",0,0
2020-07-17,"New River","Southwest Region",0,0
2020-07-17,Alleghany,"Southwest Region",0,0
2020-07-17,"Central Shenandoah","Northwest Region",1,0
2020-07-17,"Mount Rogers","Southwest Region",0,0
2020-07-17,"West Piedmont","Southwest Region",0,0
2020-07-17,"Virginia Beach","Eastern Region",0,0
2020-07-17,Peninsula,"Eastern Region",0,0
