"﻿Report Date",HealthDistrict,HPRName,Cases,Death
2020-07-19,Fairfax,"Northern Region",2,0
2020-07-19,Roanoke,"Southwest Region",0,0
2020-07-19,"Eastern Shore","Eastern Region",0,0
2020-07-19,"Western Tidewater","Eastern Region",0,0
2020-07-19,"Thomas Jefferson","Northwest Region",0,0
2020-07-19,Pittsylvania-Danville,"Southwest Region",0,0
2020-07-19,"Cumberland Plateau","Southwest Region",0,0
2020-07-19,Henrico,"Central Region",0,0
2020-07-19,Portsmouth,"Eastern Region",0,0
2020-07-19,Hampton,"Eastern Region",0,0
2020-07-19,Chesapeake,"Eastern Region",0,0
2020-07-19,Rappahannock,"Northwest Region",1,0
2020-07-19,Loudoun,"Northern Region",0,0
2020-07-19,Southside,"Central Region",0,0
2020-07-19,Richmond,"Central Region",0,0
2020-07-19,Piedmont,"Central Region",0,0
2020-07-19,Norfolk,"Eastern Region",0,0
2020-07-19,"Three Rivers","Eastern Region",0,0
2020-07-19,"Prince William","Northern Region",2,0
2020-07-19,Chickahominy,"Central Region",0,0
2020-07-19,Alexandria,"Northern Region",1,0
2020-07-19,"Rappahannock Rapidan","Northwest Region",0,0
2020-07-19,Crater,"Central Region",0,0
2020-07-19,Lenowisco,"Southwest Region",0,0
2020-07-19,"Central Virginia","Southwest Region",0,0
2020-07-19,"Lord Fairfax","Northwest Region",0,0
2020-07-19,Chesterfield,"Central Region",0,0
2020-07-19,Arlington,"Northern Region",0,0
2020-07-19,"New River","Southwest Region",0,0
2020-07-19,Alleghany,"Southwest Region",0,0
2020-07-19,"Central Shenandoah","Northwest Region",1,0
2020-07-19,"Mount Rogers","Southwest Region",0,0
2020-07-19,"West Piedmont","Southwest Region",0,0
2020-07-19,"Virginia Beach","Eastern Region",0,0
2020-07-19,Peninsula,"Eastern Region",0,0
