"﻿Report Date",HealthDistrict,HPRName,Cases,Death
2020-07-09,Fairfax,"Northern Region",2,0
2020-07-09,Roanoke,"Southwest Region",0,0
2020-07-09,"Eastern Shore","Eastern Region",0,0
2020-07-09,"Western Tidewater","Eastern Region",0,0
2020-07-09,"Thomas Jefferson","Northwest Region",0,0
2020-07-09,Pittsylvania-Danville,"Southwest Region",0,0
2020-07-09,"Cumberland Plateau","Southwest Region",0,0
2020-07-09,Henrico,"Central Region",0,0
2020-07-09,Portsmouth,"Eastern Region",0,0
2020-07-09,Hampton,"Eastern Region",0,0
2020-07-09,Chesapeake,"Eastern Region",0,0
2020-07-09,Rappahannock,"Northwest Region",0,0
2020-07-09,Loudoun,"Northern Region",0,0
2020-07-09,Southside,"Central Region",0,0
2020-07-09,Richmond,"Central Region",0,0
2020-07-09,Piedmont,"Central Region",0,0
2020-07-09,Norfolk,"Eastern Region",0,0
2020-07-09,"Three Rivers","Eastern Region",0,0
2020-07-09,"Prince William","Northern Region",2,0
2020-07-09,Chickahominy,"Central Region",0,0
2020-07-09,Alexandria,"Northern Region",1,0
2020-07-09,"Rappahannock Rapidan","Northwest Region",0,0
2020-07-09,Crater,"Central Region",0,0
2020-07-09,Lenowisco,"Southwest Region",0,0
2020-07-09,"Central Virginia","Southwest Region",0,0
2020-07-09,"Lord Fairfax","Northwest Region",0,0
2020-07-09,Chesterfield,"Central Region",0,0
2020-07-09,Arlington,"Northern Region",0,0
2020-07-09,"New River","Southwest Region",0,0
2020-07-09,Alleghany,"Southwest Region",0,0
2020-07-09,"Central Shenandoah","Northwest Region",1,0
2020-07-09,"Mount Rogers","Southwest Region",0,0
2020-07-09,"West Piedmont","Southwest Region",0,0
2020-07-09,"Virginia Beach","Eastern Region",0,0
2020-07-09,Peninsula,"Eastern Region",0,0
