"﻿Report Date",HealthDistrict,HPRName,Cases,Death
2020-07-12,Fairfax,"Northern Region",2,0
2020-07-12,Roanoke,"Southwest Region",0,0
2020-07-12,"Eastern Shore","Eastern Region",0,0
2020-07-12,"Western Tidewater","Eastern Region",0,0
2020-07-12,"Thomas Jefferson","Northwest Region",0,0
2020-07-12,Pittsylvania-Danville,"Southwest Region",0,0
2020-07-12,"Cumberland Plateau","Southwest Region",0,0
2020-07-12,Henrico,"Central Region",0,0
2020-07-12,Portsmouth,"Eastern Region",0,0
2020-07-12,Hampton,"Eastern Region",0,0
2020-07-12,Chesapeake,"Eastern Region",0,0
2020-07-12,Rappahannock,"Northwest Region",0,0
2020-07-12,Loudoun,"Northern Region",0,0
2020-07-12,Southside,"Central Region",0,0
2020-07-12,Richmond,"Central Region",0,0
2020-07-12,Piedmont,"Central Region",0,0
2020-07-12,Norfolk,"Eastern Region",0,0
2020-07-12,"Three Rivers","Eastern Region",0,0
2020-07-12,"Prince William","Northern Region",2,0
2020-07-12,Chickahominy,"Central Region",0,0
2020-07-12,Alexandria,"Northern Region",1,0
2020-07-12,"Rappahannock Rapidan","Northwest Region",0,0
2020-07-12,Crater,"Central Region",0,0
2020-07-12,Lenowisco,"Southwest Region",0,0
2020-07-12,"Central Virginia","Southwest Region",0,0
2020-07-12,"Lord Fairfax","Northwest Region",0,0
2020-07-12,Chesterfield,"Central Region",0,0
2020-07-12,Arlington,"Northern Region",0,0
2020-07-12,"New River","Southwest Region",0,0
2020-07-12,Alleghany,"Southwest Region",0,0
2020-07-12,"Central Shenandoah","Northwest Region",1,0
2020-07-12,"Mount Rogers","Southwest Region",0,0
2020-07-12,"West Piedmont","Southwest Region",0,0
2020-07-12,"Virginia Beach","Eastern Region",0,0
2020-07-12,Peninsula,"Eastern Region",0,0
