"﻿Report Date",HealthDistrict,HPRName,Cases,Death
2020-07-20,Fairfax,"Northern Region",2,0
2020-07-20,Roanoke,"Southwest Region",0,0
2020-07-20,"Eastern Shore","Eastern Region",0,0
2020-07-20,"Western Tidewater","Eastern Region",0,0
2020-07-20,"Thomas Jefferson","Northwest Region",0,0
2020-07-20,Pittsylvania-Danville,"Southwest Region",0,0
2020-07-20,"Cumberland Plateau","Southwest Region",0,0
2020-07-20,Henrico,"Central Region",0,0
2020-07-20,Portsmouth,"Eastern Region",0,0
2020-07-20,Hampton,"Eastern Region",0,0
2020-07-20,Chesapeake,"Eastern Region",0,0
2020-07-20,Rappahannock,"Northwest Region",1,0
2020-07-20,Loudoun,"Northern Region",0,0
2020-07-20,Southside,"Central Region",0,0
2020-07-20,Richmond,"Central Region",0,0
2020-07-20,Piedmont,"Central Region",0,0
2020-07-20,Norfolk,"Eastern Region",0,0
2020-07-20,"Three Rivers","Eastern Region",0,0
2020-07-20,"Prince William","Northern Region",2,0
2020-07-20,Chickahominy,"Central Region",0,0
2020-07-20,Alexandria,"Northern Region",1,0
2020-07-20,"Rappahannock Rapidan","Northwest Region",0,0
2020-07-20,Crater,"Central Region",0,0
2020-07-20,Lenowisco,"Southwest Region",0,0
2020-07-20,"Central Virginia","Southwest Region",0,0
2020-07-20,"Lord Fairfax","Northwest Region",0,0
2020-07-20,Chesterfield,"Central Region",0,0
2020-07-20,Arlington,"Northern Region",0,0
2020-07-20,"New River","Southwest Region",0,0
2020-07-20,Alleghany,"Southwest Region",0,0
2020-07-20,"Central Shenandoah","Northwest Region",1,0
2020-07-20,"Mount Rogers","Southwest Region",0,0
2020-07-20,"West Piedmont","Southwest Region",0,0
2020-07-20,"Virginia Beach","Eastern Region",0,0
2020-07-20,Peninsula,"Eastern Region",0,0
