Report Date,HealthDistrict,HPRName,Cases,Death
2020-07-11,Fairfax,Northern Region,2,0
2020-07-11,Roanoke,Southwest Region,0,0
2020-07-11,Eastern Shore,Eastern Region,0,0
2020-07-11,Western Tidewater,Eastern Region,0,0
2020-07-11,Thomas Jefferson,Northwest Region,0,0
2020-07-11,Pittsylvania-Danville,Southwest Region,0,0
2020-07-11,Cumberland Plateau,Southwest Region,0,0
2020-07-11,Henrico,Central Region,0,0
2020-07-11,Portsmouth,Eastern Region,0,0
2020-07-11,Hampton,Eastern Region,0,0
2020-07-11,Chesapeake,Eastern Region,0,0
2020-07-11,Rappahannock,Northwest Region,0,0
2020-07-11,Loudoun,Northern Region,0,0
2020-07-11,Southside,Central Region,0,0
2020-07-11,Richmond,Central Region,0,0
2020-07-11,Piedmont,Central Region,0,0
2020-07-11,Norfolk,Eastern Region,0,0
2020-07-11,Three Rivers,Eastern Region,0,0
2020-07-11,Prince William,Northern Region,2,0
2020-07-11,Chickahominy,Central Region,0,0
2020-07-11,Alexandria,Northern Region,1,0
2020-07-11,Rappahannock Rapidan,Northwest Region,0,0
2020-07-11,Crater,Central Region,0,0
2020-07-11,Lenowisco,Southwest Region,0,0
2020-07-11,Central Virginia,Southwest Region,0,0
2020-07-11,Lord Fairfax,Northwest Region,0,0
2020-07-11,Chesterfield,Central Region,0,0
2020-07-11,Arlington,Northern Region,0,0
2020-07-11,New River,Southwest Region,0,0
2020-07-11,Alleghany,Southwest Region,0,0
2020-07-11,Central Shenandoah,Northwest Region,1,0
2020-07-11,Mount Rogers,Southwest Region,0,0
2020-07-11,West Piedmont,Southwest Region,0,0
2020-07-11,Virginia Beach,Eastern Region,0,0
2020-07-11,Peninsula,Eastern Region,0,0
