"﻿Report Date",HealthDistrict,HPRName,Cases,Death
2020-07-07,Fairfax,"Northern Region",2,0
2020-07-07,Roanoke,"Southwest Region",0,0
2020-07-07,"Eastern Shore","Eastern Region",0,0
2020-07-07,"Western Tidewater","Eastern Region",0,0
2020-07-07,"Thomas Jefferson","Northwest Region",0,0
2020-07-07,Pittsylvania-Danville,"Southwest Region",0,0
2020-07-07,"Cumberland Plateau","Southwest Region",0,0
2020-07-07,Henrico,"Central Region",0,0
2020-07-07,Portsmouth,"Eastern Region",0,0
2020-07-07,Hampton,"Eastern Region",0,0
2020-07-07,Chesapeake,"Eastern Region",0,0
2020-07-07,Rappahannock,"Northwest Region",0,0
2020-07-07,Loudoun,"Northern Region",0,0
2020-07-07,Southside,"Central Region",0,0
2020-07-07,Richmond,"Central Region",0,0
2020-07-07,Piedmont,"Central Region",0,0
2020-07-07,Norfolk,"Eastern Region",0,0
2020-07-07,"Three Rivers","Eastern Region",0,0
2020-07-07,"Prince William","Northern Region",2,0
2020-07-07,Chickahominy,"Central Region",0,0
2020-07-07,Alexandria,"Northern Region",1,0
2020-07-07,"Rappahannock Rapidan","Northwest Region",0,0
2020-07-07,Crater,"Central Region",0,0
2020-07-07,Lenowisco,"Southwest Region",0,0
2020-07-07,"Central Virginia","Southwest Region",0,0
2020-07-07,"Lord Fairfax","Northwest Region",0,0
2020-07-07,Chesterfield,"Central Region",0,0
2020-07-07,Arlington,"Northern Region",0,0
2020-07-07,"New River","Southwest Region",0,0
2020-07-07,Alleghany,"Southwest Region",0,0
2020-07-07,"Central Shenandoah","Northwest Region",1,0
2020-07-07,"Mount Rogers","Southwest Region",0,0
2020-07-07,"West Piedmont","Southwest Region",0,0
2020-07-07,"Virginia Beach","Eastern Region",0,0
2020-07-07,Peninsula,"Eastern Region",0,0
