"﻿Report Date",HealthDistrict,HPRName,Cases,Death
2020-07-10,Fairfax,"Northern Region",2,0
2020-07-10,Roanoke,"Southwest Region",0,0
2020-07-10,"Eastern Shore","Eastern Region",0,0
2020-07-10,"Western Tidewater","Eastern Region",0,0
2020-07-10,"Thomas Jefferson","Northwest Region",0,0
2020-07-10,Pittsylvania-Danville,"Southwest Region",0,0
2020-07-10,"Cumberland Plateau","Southwest Region",0,0
2020-07-10,Henrico,"Central Region",0,0
2020-07-10,Portsmouth,"Eastern Region",0,0
2020-07-10,Hampton,"Eastern Region",0,0
2020-07-10,Chesapeake,"Eastern Region",0,0
2020-07-10,Rappahannock,"Northwest Region",0,0
2020-07-10,Loudoun,"Northern Region",0,0
2020-07-10,Southside,"Central Region",0,0
2020-07-10,Richmond,"Central Region",0,0
2020-07-10,Piedmont,"Central Region",0,0
2020-07-10,Norfolk,"Eastern Region",0,0
2020-07-10,"Three Rivers","Eastern Region",0,0
2020-07-10,"Prince William","Northern Region",2,0
2020-07-10,Chickahominy,"Central Region",0,0
2020-07-10,Alexandria,"Northern Region",1,0
2020-07-10,"Rappahannock Rapidan","Northwest Region",0,0
2020-07-10,Crater,"Central Region",0,0
2020-07-10,Lenowisco,"Southwest Region",0,0
2020-07-10,"Central Virginia","Southwest Region",0,0
2020-07-10,"Lord Fairfax","Northwest Region",0,0
2020-07-10,Chesterfield,"Central Region",0,0
2020-07-10,Arlington,"Northern Region",0,0
2020-07-10,"New River","Southwest Region",0,0
2020-07-10,Alleghany,"Southwest Region",0,0
2020-07-10,"Central Shenandoah","Northwest Region",1,0
2020-07-10,"Mount Rogers","Southwest Region",0,0
2020-07-10,"West Piedmont","Southwest Region",0,0
2020-07-10,"Virginia Beach","Eastern Region",0,0
2020-07-10,Peninsula,"Eastern Region",0,0
