"﻿Report Date",HealthDistrict,HPRName,Cases,Death
2020-07-14,Fairfax,"Northern Region",2,0
2020-07-14,Roanoke,"Southwest Region",0,0
2020-07-14,"Eastern Shore","Eastern Region",0,0
2020-07-14,"Western Tidewater","Eastern Region",0,0
2020-07-14,"Thomas Jefferson","Northwest Region",0,0
2020-07-14,Pittsylvania-Danville,"Southwest Region",0,0
2020-07-14,"Cumberland Plateau","Southwest Region",0,0
2020-07-14,Henrico,"Central Region",0,0
2020-07-14,Portsmouth,"Eastern Region",0,0
2020-07-14,Hampton,"Eastern Region",0,0
2020-07-14,Chesapeake,"Eastern Region",0,0
2020-07-14,Rappahannock,"Northwest Region",1,0
2020-07-14,Loudoun,"Northern Region",0,0
2020-07-14,Southside,"Central Region",0,0
2020-07-14,Richmond,"Central Region",0,0
2020-07-14,Piedmont,"Central Region",0,0
2020-07-14,Norfolk,"Eastern Region",0,0
2020-07-14,"Three Rivers","Eastern Region",0,0
2020-07-14,"Prince William","Northern Region",2,0
2020-07-14,Chickahominy,"Central Region",0,0
2020-07-14,Alexandria,"Northern Region",1,0
2020-07-14,"Rappahannock Rapidan","Northwest Region",0,0
2020-07-14,Crater,"Central Region",0,0
2020-07-14,Lenowisco,"Southwest Region",0,0
2020-07-14,"Central Virginia","Southwest Region",0,0
2020-07-14,"Lord Fairfax","Northwest Region",0,0
2020-07-14,Chesterfield,"Central Region",0,0
2020-07-14,Arlington,"Northern Region",0,0
2020-07-14,"New River","Southwest Region",0,0
2020-07-14,Alleghany,"Southwest Region",0,0
2020-07-14,"Central Shenandoah","Northwest Region",1,0
2020-07-14,"Mount Rogers","Southwest Region",0,0
2020-07-14,"West Piedmont","Southwest Region",0,0
2020-07-14,"Virginia Beach","Eastern Region",0,0
2020-07-14,Peninsula,"Eastern Region",0,0
