"﻿Report Date",HealthDistrict,HPRName,Cases,Death
2020-07-21,Fairfax,"Northern Region",2,0
2020-07-21,Roanoke,"Southwest Region",0,0
2020-07-21,"Eastern Shore","Eastern Region",0,0
2020-07-21,"Western Tidewater","Eastern Region",0,0
2020-07-21,"Thomas Jefferson","Northwest Region",0,0
2020-07-21,Pittsylvania-Danville,"Southwest Region",0,0
2020-07-21,"Cumberland Plateau","Southwest Region",0,0
2020-07-21,Henrico,"Central Region",0,0
2020-07-21,Portsmouth,"Eastern Region",0,0
2020-07-21,Hampton,"Eastern Region",0,0
2020-07-21,Chesapeake,"Eastern Region",0,0
2020-07-21,Rappahannock,"Northwest Region",1,0
2020-07-21,Loudoun,"Northern Region",0,0
2020-07-21,Southside,"Central Region",0,0
2020-07-21,Richmond,"Central Region",0,0
2020-07-21,Piedmont,"Central Region",0,0
2020-07-21,Norfolk,"Eastern Region",0,0
2020-07-21,"Three Rivers","Eastern Region",0,0
2020-07-21,"Prince William","Northern Region",2,0
2020-07-21,Chickahominy,"Central Region",0,0
2020-07-21,Alexandria,"Northern Region",1,0
2020-07-21,"Rappahannock Rapidan","Northwest Region",0,0
2020-07-21,Crater,"Central Region",0,0
2020-07-21,Lenowisco,"Southwest Region",0,0
2020-07-21,"Central Virginia","Southwest Region",0,0
2020-07-21,"Lord Fairfax","Northwest Region",0,0
2020-07-21,Chesterfield,"Central Region",0,0
2020-07-21,Arlington,"Northern Region",0,0
2020-07-21,"New River","Southwest Region",0,0
2020-07-21,Alleghany,"Southwest Region",0,0
2020-07-21,"Central Shenandoah","Northwest Region",1,0
2020-07-21,"Mount Rogers","Southwest Region",0,0
2020-07-21,"West Piedmont","Southwest Region",0,0
2020-07-21,"Virginia Beach","Eastern Region",0,0
2020-07-21,Peninsula,"Eastern Region",0,0
