Date,Locality,Health District,Vaccine Phase,Website
2021-01-24,King George,Rappahannock,1b,https://www.vdh.virginia.gov/rappahannock/
2021-01-24,Lancaster,Three Rivers,1b,https://www.vdh.virginia.gov/three-rivers/
2021-01-24,Lynchburg,Central Virginia,1b,https://www.vdh.virginia.gov/central-virginia/
2021-01-24,Patrick,West Piedmont,1b,https://www.vdh.virginia.gov/west-piedmont/
2021-01-24,Goochland,Chickahominy,1b,https://www.vdh.virginia.gov/chickahominy/
2021-01-24,Norton,Lenowisco,1b,https://www.vdh.virginia.gov/lenowisco/
2021-01-24,Rappahannock,Rappahannock Rapidan,1b,https://www.vdh.virginia.gov/rappahannock-rapidan/
2021-01-24,Botetourt,Alleghany,1b,https://www.vdh.virginia.gov/alleghany/
2021-01-24,Bath,Central Shenandoah,1b,https://www.vdh.virginia.gov/central-shenandoah/
2021-01-24,Orange,Rappahannock Rapidan,1b,https://www.vdh.virginia.gov/rappahannock-rapidan/
2021-01-24,Radford,New River,1b,https://www.nrvroadtowellness.com/
2021-01-24,Wythe,Mount Rogers,1b,https://www.vdh.virginia.gov/mount-rogers/
2021-01-24,Culpeper,Rappahannock Rapidan,1b,https://www.vdh.virginia.gov/rappahannock-rapidan/
2021-01-24,Accomack,Eastern Shore,1b,https://www.vdh.virginia.gov/eastern-shore/
2021-01-24,Emporia,Crater,1b,https://www.vdh.virginia.gov/crater/
2021-01-24,Waynesboro,Central Shenandoah,1b,https://www.vdh.virginia.gov/central-shenandoah/
2021-01-24,Madison,Rappahannock Rapidan,1b,https://www.vdh.virginia.gov/rappahannock-rapidan/
2021-01-24,Spotsylvania,Rappahannock,1b,https://www.vdh.virginia.gov/rappahannock/
2021-01-24,Rockbridge,Central Shenandoah,1b,https://www.vdh.virginia.gov/central-shenandoah/
2021-01-24,Williamsburg,Peninsula,1b,https://www.vdh.virginia.gov/peninsula/
2021-01-24,Surry,Crater,1b,https://www.vdh.virginia.gov/crater/
2021-01-24,Winchester,Lord Fairfax,1b,https://www.vdh.virginia.gov/lord-fairfax/
2021-01-24,Northampton,Eastern Shore,1b,https://www.vdh.virginia.gov/eastern-shore/
2021-01-24,James City,Peninsula,1b,https://www.vdh.virginia.gov/peninsula/
2021-01-24,Fairfax,Fairfax,1b,https://www.fairfaxcounty.gov/health/
2021-01-24,Tazewell,Cumberland Plateau,1b,https://www.vdh.virginia.gov/cumberland-plateau/
2021-01-24,Suffolk,Western Tidewater,1b,https://www.vdh.virginia.gov/western-tidewater/
2021-01-24,Wise,Lenowisco,1b,https://www.vdh.virginia.gov/lenowisco/
2021-01-24,Brunswick,Southside,1b,https://www.vdh.virginia.gov/southside/
2021-01-24,Craig,Alleghany,1b,https://www.vdh.virginia.gov/alleghany/
2021-01-24,Galax,Mount Rogers,1b,https://www.vdh.virginia.gov/mount-rogers/
2021-01-24,Hampton,Hampton,1b,https://www.vdh.virginia.gov/hampton/
2021-01-24,Richmond County,Three Rivers,1b,https://www.vdh.virginia.gov/three-rivers/
2021-01-24,Augusta,Central Shenandoah,1b,https://www.vdh.virginia.gov/central-shenandoah/
2021-01-24,Charlotte,Piedmont,1b,https://www.vdh.virginia.gov/piedmont/
2021-01-24,Falls Church,Fairfax,1b,https://www.fairfaxcounty.gov/health/
2021-01-24,Lee,Lenowisco,1b,https://www.vdh.virginia.gov/lenowisco/
2021-01-24,Amelia,Piedmont,1b,https://www.vdh.virginia.gov/piedmont/
2021-01-24,Manassas Park,Prince William,1b,https://www.vdh.virginia.gov/prince-william/
2021-01-24,Buena Vista City,Central Shenandoah,1b,https://www.vdh.virginia.gov/central-shenandoah/
2021-01-24,Frederick,Lord Fairfax,1b,https://www.vdh.virginia.gov/lord-fairfax/
2021-01-24,Dickenson,Cumberland Plateau,1b,https://www.vdh.virginia.gov/cumberland-plateau/
2021-01-24,King and Queen,Three Rivers,1b,https://www.vdh.virginia.gov/three-rivers/
2021-01-24,Appomattox,Central Virginia,1b,https://www.vdh.virginia.gov/central-virginia/
2021-01-24,Isle of Wight,Western Tidewater,1b,https://www.vdh.virginia.gov/western-tidewater/
2021-01-24,Buckingham,Piedmont,1b,https://www.vdh.virginia.gov/piedmont/
2021-01-24,Louisa,Blue Ridge,1b,https://www.vdh.virginia.gov/blue-ridge/
2021-01-24,Mecklenburg,Southside,1b,https://www.vdh.virginia.gov/southside/
2021-01-24,Lexington,Central Shenandoah,1b,https://www.vdh.virginia.gov/central-shenandoah/
2021-01-24,Franklin City,Western Tidewater,1b,https://www.vdh.virginia.gov/western-tidewater/
2021-01-24,Dinwiddie,Crater,1b,https://www.vdh.virginia.gov/crater/
2021-01-24,Prince George,Crater,1b,https://www.vdh.virginia.gov/crater/
2021-01-24,Petersburg,Crater,1b,https://www.vdh.virginia.gov/crater/
2021-01-24,New Kent,Chickahominy,1b,https://www.vdh.virginia.gov/chickahominy/
2021-01-24,Newport News,Peninsula,1b,https://www.vdh.virginia.gov/peninsula/
2021-01-24,Scott,Lenowisco,1b,https://www.vdh.virginia.gov/lenowisco/
2021-01-24,Southampton,Western Tidewater,1b,https://www.vdh.virginia.gov/western-tidewater/
2021-01-24,Roanoke City,Roanoke,1b,https://www.vdh.virginia.gov/roanoke/
2021-01-24,Warren,Lord Fairfax,1b,https://www.vdh.virginia.gov/lord-fairfax/
2021-01-24,Franklin County,West Piedmont,1b,https://www.vdh.virginia.gov/west-piedmont/
2021-01-24,Charles City,Chickahominy,1b,https://www.vdh.virginia.gov/chickahominy/
2021-01-24,Loudoun,Loudoun,1b,https://www.loudoun.gov/health
2021-01-24,Middlesex,Three Rivers,1b,https://www.vdh.virginia.gov/three-rivers/
2021-01-24,Danville,Pittsylvania-Danville,1b,http://www.danvilleva.gov/2287/Preregistration-for-COVID-19-Vaccination
2021-01-24,Russell,Cumberland Plateau,1b,https://www.vdh.virginia.gov/cumberland-plateau/
2021-01-24,Charlottesville,Blue Ridge,1b,https://www.vdh.virginia.gov/blue-ridge/
2021-01-24,King William,Three Rivers,1b,https://www.vdh.virginia.gov/three-rivers/
2021-01-24,Mathews,Three Rivers,1b,https://www.vdh.virginia.gov/three-rivers/
2021-01-24,Richmond City,Richmond,1b,https://www.vdh.virginia.gov/richmond-city/
2021-01-24,Westmoreland,Three Rivers,1b,https://www.vdh.virginia.gov/three-rivers/
2021-01-24,Pulaski,New River,1b,https://www.nrvroadtowellness.com/
2021-01-24,Henrico,Henrico,1b,https://henrico.us/health/
2021-01-24,Hopewell,Crater,1b,https://www.vdh.virginia.gov/crater/
2021-01-24,Caroline,Rappahannock,1b,https://www.vdh.virginia.gov/rappahannock/
2021-01-24,Nelson,Blue Ridge,1b,https://www.vdh.virginia.gov/blue-ridge/
2021-01-24,Powhatan,Chesterfield,1b,https://www.vdh.virginia.gov/chesterfield/
2021-01-24,Campbell,Central Virginia,1b,https://www.vdh.virginia.gov/central-virginia/
2021-01-24,Hanover,Chickahominy,1b,https://www.vdh.virginia.gov/chickahominy/
2021-01-24,Chesapeake,Chesapeake,1b,https://www.vdh.virginia.gov/chesapeake/
2021-01-24,Buchanan,Cumberland Plateau,1b,https://www.vdh.virginia.gov/cumberland-plateau/
2021-01-24,Fluvanna,Blue Ridge,1b,https://www.vdh.virginia.gov/blue-ridge/
2021-01-24,Poquoson,Peninsula,1b,https://www.vdh.virginia.gov/peninsula/
2021-01-24,Fauquier,Rappahannock Rapidan,1b,https://www.vdh.virginia.gov/rappahannock-rapidan/
2021-01-24,Amherst,Central Virginia,1b,https://www.vdh.virginia.gov/central-virginia/
2021-01-24,Fredericksburg,Rappahannock,1b,https://www.vdh.virginia.gov/rappahannock/
2021-01-24,Grayson,Mount Rogers,1b,https://www.vdh.virginia.gov/mount-rogers/
2021-01-24,Martinsville,West Piedmont,1b,https://www.vdh.virginia.gov/west-piedmont/
2021-01-24,Bristol,Mount Rogers,1b,https://www.vdh.virginia.gov/mount-rogers/
2021-01-24,Harrisonburg,Central Shenandoah,1b,https://www.vdh.virginia.gov/central-shenandoah/
2021-01-24,Prince Edward,Piedmont,1b,https://www.vdh.virginia.gov/piedmont/
2021-01-24,Cumberland,Piedmont,1b,https://www.vdh.virginia.gov/piedmont/
2021-01-24,Greensville,Crater,1b,https://www.vdh.virginia.gov/crater/
2021-01-24,Carroll,Mount Rogers,1b,https://www.vdh.virginia.gov/mount-rogers/
2021-01-24,Rockingham,Central Shenandoah,1b,https://www.vdh.virginia.gov/central-shenandoah/
2021-01-24,Montgomery,New River,1b,https://www.nrvroadtowellness.com/
2021-01-24,Chesterfield,Chesterfield,1b,https://www.vdh.virginia.gov/chesterfield/
2021-01-24,Manassas City,Prince William,1b,https://www.vdh.virginia.gov/prince-william/
2021-01-24,Page,Lord Fairfax,1b,https://www.vdh.virginia.gov/lord-fairfax/
2021-01-24,Arlington,Arlington,1b,https://www.arlingtonva.us/covid-19/
2021-01-24,Bedford,Central Virginia,1b,https://www.vdh.virginia.gov/central-virginia/
2021-01-24,Lunenburg,Piedmont,1b,https://www.vdh.virginia.gov/piedmont/
2021-01-24,Essex,Three Rivers,1b,https://www.vdh.virginia.gov/three-rivers/
2021-01-24,Greene,Blue Ridge,1b,https://www.vdh.virginia.gov/blue-ridge/
2021-01-24,Washington,Mount Rogers,1b,https://www.vdh.virginia.gov/mount-rogers/
2021-01-24,Virginia Beach,Virginia Beach,1b,https://www.vdh.virginia.gov/virginia-beach/
2021-01-24,Giles,New River,1b,https://www.nrvroadtowellness.com/
2021-01-24,Clarke,Lord Fairfax,1b,https://www.vdh.virginia.gov/lord-fairfax/
2021-01-24,Alleghany,Alleghany,1b,https://www.vdh.virginia.gov/alleghany/
2021-01-24,Gloucester,Three Rivers,1b,https://www.vdh.virginia.gov/three-rivers/
2021-01-24,Bland,Mount Rogers,1b,https://www.vdh.virginia.gov/mount-rogers/
2021-01-24,York,Peninsula,1b,https://www.vdh.virginia.gov/peninsula/
2021-01-24,Norfolk,Norfolk,1b,https://www.norfolk.gov/153/Public-Health
2021-01-24,Henry,West Piedmont,1b,https://www.vdh.virginia.gov/west-piedmont/
2021-01-24,Staunton,Central Shenandoah,1b,https://www.vdh.virginia.gov/central-shenandoah/
2021-01-24,Smyth,Mount Rogers,1b,https://www.vdh.virginia.gov/mount-rogers/
2021-01-24,Roanoke County,Alleghany,1b,https://www.vdh.virginia.gov/alleghany/
2021-01-24,Prince William,Prince William,1b,https://www.vdh.virginia.gov/prince-william/
2021-01-24,Fairfax City,Fairfax,1b,https://www.fairfaxcounty.gov/health/
2021-01-24,Stafford,Rappahannock,1b,https://www.vdh.virginia.gov/rappahannock/
2021-01-24,Salem,Alleghany,1b,https://www.vdh.virginia.gov/alleghany/
2021-01-24,Halifax,Southside,1b,https://www.vdh.virginia.gov/southside/
2021-01-24,Sussex,Crater,1b,https://www.vdh.virginia.gov/crater/
2021-01-24,Colonial Heights,Chesterfield,1b,https://www.vdh.virginia.gov/chesterfield/
2021-01-24,Albemarle,Blue Ridge,1b,https://www.vdh.virginia.gov/blue-ridge/
2021-01-24,Floyd,New River,1b,https://www.nrvroadtowellness.com/
2021-01-24,Nottoway,Piedmont,1b,https://www.vdh.virginia.gov/piedmont/
2021-01-24,Shenandoah,Lord Fairfax,1b,https://www.vdh.virginia.gov/lord-fairfax/
2021-01-24,Portsmouth,Portsmouth,1b,https://www.vdh.virginia.gov/portsmouth/
2021-01-24,Alexandria,Alexandria,1b,https://www.alexandriava.gov/Health
2021-01-24,Covington,Alleghany,1b,https://www.vdh.virginia.gov/alleghany/
2021-01-24,Pittsylvania,Pittsylvania-Danville,1b,http://www.danvilleva.gov/2287/Preregistration-for-COVID-19-Vaccination
2021-01-24,Northumberland,Three Rivers,1b,https://www.vdh.virginia.gov/three-rivers/
2021-01-24,Highland,Central Shenandoah,1b,https://www.vdh.virginia.gov/central-shenandoah/
