Report Date,Week End Date,Geography Type,Geography Name,Facility Type,Count of CLI Visits,Count of ED Visits,Count of UC Visits,Percent of CLI Visits,Count of CLI Hospitalizations,Percent of  CLI Hospitalizations
02/22/2021,07/18/2020,Health Region,Eastern Region,Emergency Department,1741,17003,0,10,328,19
02/22/2021,12/12/2020,Health Region,Eastern Region,Urgent Care,4741,0,11355,42,0,0
02/22/2021,09/12/2020,Health Region,Northwest Region,Emergency Department,433,8788,0,5,126,29
02/22/2021,09/19/2020,Health Region,Northwest Region,Urgent Care,300,0,2732,11,0,0
02/22/2021,01/30/2021,Health Region,Southwest Region,Emergency Department,1592,9621,0,17,450,28
02/22/2021,07/11/2020,Health Region,Central Region,Urgent Care,1875,0,6781,28,0,0
02/22/2021,12/19/2020,Health Region,Southwest Region,Urgent Care,201,0,1458,14,0,0
02/22/2021,07/25/2020,Health Region,Eastern Region,Urgent Care,1480,0,8747,17,0,0
02/22/2021,05/02/2020,Health Region,Northwest Region,Urgent Care,215,0,1641,13,0,0
02/22/2021,04/25/2020,Health Region,Northwest Region,Emergency Department,565,6586,0,9,151,27
02/22/2021,12/19/2020,Health Region,Northern Region,Emergency Department,1354,9436,0,14,136,10
02/22/2021,01/30/2021,Health Region,Northwest Region,Emergency Department,1142,8635,0,13,262,23
02/22/2021,04/25/2020,Health Region,Northern Region,Emergency Department,1387,7208,0,19,109,8
02/22/2021,03/07/2020,Health Region,Eastern Region,Urgent Care,980,0,12703,8,0,0
02/22/2021,07/11/2020,Health Region,Northern Region,Urgent Care,2301,0,7178,32,0,0
02/22/2021,10/17/2020,Health Region,Northern Region,Urgent Care,2181,0,7500,29,0,0
02/22/2021,09/26/2020,Health Region,Eastern Region,Urgent Care,1369,0,8953,15,0,0
02/22/2021,06/27/2020,Health Region,Northwest Region,Emergency Department,367,8302,0,4,120,33
02/22/2021,11/14/2020,Health Region,Southwest Region,Emergency Department,1091,9738,0,11,307,28
02/22/2021,01/30/2021,Health Region,Central Region,Emergency Department,1969,11432,0,17,564,29
02/22/2021,01/02/2021,Health Region,Northern Region,Urgent Care,5742,0,11159,51,0,0
02/22/2021,04/25/2020,Health Region,Southwest Region,Emergency Department,385,6516,0,6,167,43
02/22/2021,10/17/2020,Health Region,Northern Region,Emergency Department,622,9438,0,7,80,13
02/22/2021,11/28/2020,Health Region,Central Region,Urgent Care,2017,0,6396,32,0,0
02/22/2021,09/12/2020,Health Region,Central Region,Emergency Department,912,12305,0,7,246,27
02/22/2021,04/11/2020,Health Region,Eastern Region,Emergency Department,865,9650,0,9,218,25
02/22/2021,04/04/2020,Health Region,Central Region,Urgent Care,93,0,3003,3,0,0
02/22/2021,12/05/2020,Health Region,Eastern Region,Emergency Department,1362,15124,0,9,258,19
02/22/2021,05/09/2020,Health Region,Eastern Region,Urgent Care,808,0,5829,14,0,0
02/22/2021,09/12/2020,Health Region,Southwest Region,Emergency Department,617,9665,0,6,170,28
02/22/2021,08/15/2020,Health Region,Northern Region,Urgent Care,1404,0,6333,22,0,0
02/22/2021,10/17/2020,Health Region,Southwest Region,Urgent Care,143,0,1550,9,0,0
02/22/2021,04/18/2020,Health Region,Northwest Region,Urgent Care,105,0,1415,7,0,0
02/22/2021,08/29/2020,Health Region,Southwest Region,Emergency Department,567,9523,0,6,160,28
02/22/2021,06/27/2020,Health Region,Northern Region,Emergency Department,526,8854,0,6,74,14
02/22/2021,09/12/2020,Health Region,Northern Region,Urgent Care,1811,0,7121,25,0,0
02/22/2021,01/30/2021,Health Region,Central Region,Urgent Care,3433,0,8449,41,0,0
02/22/2021,12/12/2020,Health Region,Central Region,Urgent Care,2559,0,7122,36,0,0
02/22/2021,01/16/2021,Health Region,Eastern Region,Urgent Care,6827,0,14074,49,0,0
