Report Date,Week End Date,Geography Type,Geography Name,Facility Type,Count of CLI Visits,Count of ED Visits,Count of UC Visits,Percent of CLI Visits,Count of CLI Hospitalizations,Percent of  CLI Hospitalizations
01/18/2021,07/18/2020,Health Region,Eastern Region,Emergency Department,1742,17002,0,10,328,19
01/18/2021,12/12/2020,Health Region,Eastern Region,Urgent Care,4741,0,11355,42,0,0
01/18/2021,09/19/2020,Health Region,Northwest Region,Urgent Care,300,0,2732,11,0,0
01/18/2021,09/12/2020,Health Region,Northwest Region,Emergency Department,433,8787,0,5,126,29
01/18/2021,07/11/2020,Health Region,Central Region,Urgent Care,1875,0,6781,28,0,0
01/18/2021,12/19/2020,Health Region,Southwest Region,Urgent Care,201,0,1458,14,0,0
01/18/2021,07/25/2020,Health Region,Eastern Region,Urgent Care,1480,0,8747,17,0,0
01/18/2021,04/25/2020,Health Region,Northwest Region,Emergency Department,565,6586,0,9,151,27
01/18/2021,05/02/2020,Health Region,Northwest Region,Urgent Care,211,0,1637,13,0,0
01/18/2021,12/19/2020,Health Region,Northern Region,Emergency Department,1353,9430,0,14,136,10
01/18/2021,04/25/2020,Health Region,Northern Region,Emergency Department,1387,7207,0,19,109,8
01/18/2021,03/07/2020,Health Region,Eastern Region,Urgent Care,980,0,12703,8,0,0
01/18/2021,07/11/2020,Health Region,Northern Region,Urgent Care,2301,0,7178,32,0,0
01/18/2021,10/17/2020,Health Region,Northern Region,Urgent Care,2181,0,7500,29,0,0
01/18/2021,09/26/2020,Health Region,Eastern Region,Urgent Care,1369,0,8953,15,0,0
01/18/2021,06/27/2020,Health Region,Northwest Region,Emergency Department,367,8302,0,4,120,33
01/18/2021,11/14/2020,Health Region,Southwest Region,Emergency Department,1090,9737,0,11,306,28
01/18/2021,01/02/2021,Health Region,Northern Region,Urgent Care,5739,0,11156,51,0,0
01/18/2021,04/25/2020,Health Region,Southwest Region,Emergency Department,385,6516,0,6,167,43
01/18/2021,10/17/2020,Health Region,Northern Region,Emergency Department,622,9436,0,7,80,13
01/18/2021,09/12/2020,Health Region,Central Region,Emergency Department,912,12305,0,7,246,27
01/18/2021,11/28/2020,Health Region,Central Region,Urgent Care,2017,0,6396,32,0,0
01/18/2021,04/11/2020,Health Region,Eastern Region,Emergency Department,865,9650,0,9,218,25
01/18/2021,04/04/2020,Health Region,Central Region,Urgent Care,93,0,3003,3,0,0
01/18/2021,05/09/2020,Health Region,Eastern Region,Urgent Care,808,0,5829,14,0,0
01/18/2021,12/05/2020,Health Region,Eastern Region,Emergency Department,1362,15125,0,9,258,19
01/18/2021,09/12/2020,Health Region,Southwest Region,Emergency Department,617,9665,0,6,170,28
01/18/2021,08/15/2020,Health Region,Northern Region,Urgent Care,1404,0,6333,22,0,0
01/18/2021,10/17/2020,Health Region,Southwest Region,Urgent Care,143,0,1549,9,0,0
01/18/2021,06/27/2020,Health Region,Northern Region,Emergency Department,526,8855,0,6,74,14
01/18/2021,09/12/2020,Health Region,Northern Region,Urgent Care,1811,0,7121,25,0,0
01/18/2021,04/18/2020,Health Region,Northwest Region,Urgent Care,105,0,1415,7,0,0
01/18/2021,08/29/2020,Health Region,Southwest Region,Emergency Department,567,9523,0,6,160,28
01/18/2021,12/12/2020,Health Region,Central Region,Urgent Care,2559,0,7122,36,0,0
01/18/2021,01/16/2021,Health Region,Eastern Region,Urgent Care,6785,0,14068,48,0,0
01/18/2021,08/15/2020,Health Region,Northern Region,Emergency Department,617,9200,0,7,65,11
01/18/2021,01/02/2021,Health Region,Southwest Region,Urgent Care,303,0,1672,18,0,0
01/18/2021,07/11/2020,Health Region,Southwest Region,Emergency Department,595,9969,0,6,166,28
01/18/2021,08/01/2020,Health Region,Eastern Region,Emergency Department,1709,15705,0,11,327,19
01/18/2021,06/13/2020,Health Region,Eastern Region,Emergency Department,484,13432,0,4,195,40
01/18/2021,05/23/2020,Health Region,Southwest Region,Emergency Department,321,7872,0,4,144,45
01/18/2021,11/28/2020,Health Region,Eastern Region,Urgent Care,3627,0,10119,36,0,0
01/18/2021,10/10/2020,Health Region,Eastern Region,Urgent Care,2054,0,9868,21,0,0
01/18/2021,08/29/2020,Health Region,Northwest Region,Emergency Department,488,8798,0,6,142,29
01/18/2021,07/11/2020,Health Region,Northwest Region,Emergency Department,474,8819,0,5,149,31
01/18/2021,05/09/2020,Health Region,Central Region,Urgent Care,1035,0,4505,23,0,0
01/18/2021,09/26/2020,Health Region,Central Region,Emergency Department,888,12075,0,7,290,33
01/18/2021,11/14/2020,Health Region,Central Region,Emergency Department,1106,12550,0,9,325,29
01/18/2021,01/02/2021,Health Region,Northwest Region,Emergency Department,1368,9374,0,15,326,24
01/18/2021,11/21/2020,Health Region,Northwest Region,Urgent Care,981,0,3372,29,0,0
01/18/2021,11/14/2020,Health Region,Northwest Region,Emergency Department,648,9475,0,7,192,30
01/18/2021,01/09/2021,Health Region,Northwest Region,Urgent Care,2066,0,4559,45,0,0
01/18/2021,10/03/2020,Health Region,Eastern Region,Emergency Department,889,14895,0,6,266,30
01/18/2021,08/15/2020,Health Region,Eastern Region,Emergency Department,1299,14942,0,9,273,21
01/18/2021,05/09/2020,Health Region,Southwest Region,Emergency Department,392,7253,0,5,178,45
01/18/2021,06/27/2020,Health Region,Southwest Region,Emergency Department,477,9462,0,5,158,33
01/18/2021,03/21/2020,Health Region,Southwest Region,Emergency Department,849,9056,0,9,181,21
01/18/2021,11/28/2020,Health Region,Central Region,Emergency Department,1300,11627,0,11,362,28
01/18/2021,01/16/2021,Health Region,Central Region,Emergency Department,2074,11778,0,18,593,29
01/18/2021,10/31/2020,Health Region,Northern Region,Urgent Care,2305,0,7226,32,0,0
01/18/2021,10/31/2020,Health Region,Northwest Region,Emergency Department,533,8397,0,6,151,28
01/18/2021,03/07/2020,Health Region,Central Region,Urgent Care,398,0,7414,5,0,0
01/18/2021,04/11/2020,Health Region,Northern Region,Urgent Care,379,0,2985,13,0,0
01/18/2021,06/13/2020,Health Region,Southwest Region,Urgent Care,37,0,1694,2,0,0
01/18/2021,07/25/2020,Health Region,Southwest Region,Emergency Department,590,9370,0,6,137,23
01/18/2021,05/30/2020,Health Region,Eastern Region,Emergency Department,527,12297,0,4,185,35
01/18/2021,03/07/2020,Health Region,Central Region,Emergency Department,709,15697,0,5,206,29
01/18/2021,03/07/2020,Health Region,Northwest Region,Emergency Department,595,11249,0,5,145,24
01/18/2021,05/23/2020,Health Region,Central Region,Emergency Department,817,10003,0,8,337,41
01/18/2021,06/13/2020,Health Region,Northern Region,Emergency Department,608,8494,0,7,86,14
01/18/2021,11/14/2020,Health Region,Northern Region,Urgent Care,2634,0,7742,34,0,0
01/18/2021,10/31/2020,Health Region,Southwest Region,Urgent Care,166,0,1619,10,0,0
01/18/2021,08/29/2020,Health Region,Northern Region,Urgent Care,1652,0,6546,25,0,0
01/18/2021,03/21/2020,Health Region,Central Region,Urgent Care,329,0,4706,7,0,0
01/18/2021,04/11/2020,Health Region,Northern Region,Emergency Department,1118,6591,0,17,101,9
01/18/2021,06/27/2020,Health Region,Northern Region,Urgent Care,2262,0,6401,35,0,0
01/18/2021,08/29/2020,Health Region,Southwest Region,Urgent Care,90,0,1479,6,0,0
01/18/2021,03/28/2020,Health Region,Eastern Region,Emergency Department,1303,12121,0,11,259,20
01/18/2021,03/21/2020,Health Region,Eastern Region,Urgent Care,660,0,8081,8,0,0
01/18/2021,10/10/2020,Health Region,Central Region,Urgent Care,1585,0,6772,23,0,0
01/18/2021,11/14/2020,Health Region,Eastern Region,Urgent Care,3154,0,10700,29,0,0
01/18/2021,08/08/2020,Health Region,Eastern Region,Urgent Care,1136,0,7995,14,0,0
01/18/2021,10/31/2020,Health Region,Northern Region,Emergency Department,619,9283,0,7,70,11
01/18/2021,01/16/2021,Health Region,Northern Region,Urgent Care,4942,0,10344,48,0,0
01/18/2021,05/09/2020,Health Region,Northwest Region,Emergency Department,617,6781,0,9,160,26
01/18/2021,08/29/2020,Health Region,Northern Region,Emergency Department,681,9517,0,7,77,11
01/18/2021,06/20/2020,Health Region,Northwest Region,Urgent Care,324,0,2496,13,0,0
01/18/2021,03/07/2020,Health Region,Southwest Region,Emergency Department,643,11799,0,5,180,28
01/18/2021,05/23/2020,Health Region,Central Region,Urgent Care,1717,0,5535,31,0,0
01/18/2021,10/17/2020,Health Region,Eastern Region,Emergency Department,895,15017,0,6,257,29
01/18/2021,07/25/2020,Health Region,Central Region,Emergency Department,901,11926,0,8,278,31
01/18/2021,01/16/2021,Health Region,Northwest Region,Emergency Department,1340,9039,0,15,301,22
01/18/2021,11/07/2020,Health Region,Northwest Region,Urgent Care,726,0,3017,24,0,0
01/18/2021,03/21/2020,Health Region,Central Region,Emergency Department,1355,12505,0,11,217,16
01/18/2021,06/06/2020,Health Region,Central Region,Urgent Care,1889,0,6009,31,0,0
01/18/2021,07/11/2020,Health Region,Eastern Region,Urgent Care,2680,0,10349,26,0,0
01/18/2021,12/19/2020,Health Region,Eastern Region,Emergency Department,1693,14407,0,12,330,19
01/18/2021,01/02/2021,Health Region,Northern Region,Emergency Department,1539,9531,0,16,143,9
01/18/2021,10/24/2020,Health Region,Northwest Region,Urgent Care,573,0,3079,19,0,0
01/18/2021,07/25/2020,Health Region,Central Region,Urgent Care,1114,0,5976,19,0,0
01/18/2021,05/09/2020,Health Region,Central Region,Emergency Department,733,9093,0,8,353,48
01/18/2021,05/23/2020,Health Region,Eastern Region,Urgent Care,1176,0,6611,18,0,0
01/18/2021,05/16/2020,Health Region,Eastern Region,Emergency Department,569,11312,0,5,203,36
01/18/2021,06/13/2020,Health Region,Northern Region,Urgent Care,2184,0,6317,35,0,0
01/18/2021,04/25/2020,Health Region,Northern Region,Urgent Care,532,0,3124,17,0,0
01/18/2021,09/05/2020,Health Region,Northwest Region,Urgent Care,313,0,2733,11,0,0
01/18/2021,07/18/2020,Health Region,Northwest Region,Urgent Care,517,0,2941,18,0,0
01/18/2021,04/11/2020,Health Region,Southwest Region,Urgent Care,60,0,852,7,0,0
01/18/2021,09/26/2020,Health Region,Southwest Region,Emergency Department,590,9353,0,6,163,28
01/18/2021,03/28/2020,Health Region,Northern Region,Emergency Department,1129,7963,0,14,94,8
01/18/2021,06/27/2020,Health Region,Southwest Region,Urgent Care,111,0,2085,5,0,0
01/18/2021,08/15/2020,Health Region,Southwest Region,Urgent Care,54,0,1455,4,0,0
01/18/2021,07/04/2020,Health Region,Northwest Region,Urgent Care,364,0,2707,13,0,0
01/18/2021,07/11/2020,Health Region,Central Region,Emergency Department,878,12366,0,7,290,33
01/18/2021,08/22/2020,Health Region,Northwest Region,Urgent Care,261,0,2741,10,0,0
01/18/2021,08/08/2020,Health Region,Central Region,Urgent Care,994,0,5765,17,0,0
01/18/2021,09/26/2020,Health Region,Central Region,Urgent Care,1505,0,6757,22,0,0
01/18/2021,09/12/2020,Health Region,Eastern Region,Urgent Care,1398,0,8906,16,0,0
