Report Date,Week End Date,Geography Type,Geography Name,VDH Health Region,Facility Type,Count of CLI Visits,Percent of CLI Visits
12/14/2020,06/06/2020,Health District,Chesterfield,Central Region,Urgent Care,703,34
12/14/2020,05/09/2020,Health District,Crater,Central Region,Emergency Department,128,8
12/14/2020,07/25/2020,Health District,Crater,Central Region,Urgent Care,136,18
12/14/2020,10/03/2020,Health District,Southside,Central Region,Emergency Department,73,9
12/14/2020,05/30/2020,Health District,Hampton,Eastern Region,Emergency Department,33,4
12/14/2020,07/11/2020,Health District,Portsmouth,Eastern Region,Urgent Care,97,18
12/14/2020,06/06/2020,Health District,Arlington,Northern Region,Urgent Care,46,19
12/14/2020,05/30/2020,Health District,Lord Fairfax,Northwest Region,Emergency Department,116,7
12/14/2020,12/05/2020,Health District,Rappahannock Rapidan,Northwest Region,Emergency Department,129,11
12/14/2020,11/14/2020,Health District,Central Virginia,Southwest Region,Urgent Care,8,7
12/14/2020,03/21/2020,Health District,Roanoke,Southwest Region,Emergency Department,103,11
12/14/2020,06/27/2020,Health District,Hampton,Eastern Region,Urgent Care,234,28
12/14/2020,05/23/2020,Health District,Richmond,Central Region,Emergency Department,153,10
12/14/2020,06/27/2020,Health District,Eastern Shore,Eastern Region,Emergency Department,24,7
12/14/2020,08/22/2020,Health District,Three Rivers,Eastern Region,Urgent Care,86,15
12/14/2020,03/07/2020,Health District,Western Tidewater,Eastern Region,Urgent Care,32,8
12/14/2020,11/14/2020,Health District,Virginia Beach,Eastern Region,Emergency Department,204,7
12/14/2020,06/06/2020,Health District,Lenowisco,Southwest Region,Emergency Department,13,3
12/14/2020,11/28/2020,Health District,West Piedmont,Southwest Region,Emergency Department,131,13
12/14/2020,04/04/2020,Health District,Pittsylvania-Danville,Southwest Region,Emergency Department,29,6
12/14/2020,05/02/2020,Health District,Alexandria,Northern Region,Emergency Department,112,21
12/14/2020,04/18/2020,Health District,Roanoke,Southwest Region,Urgent Care,7,5
12/14/2020,07/18/2020,Health District,Prince William,Northern Region,Emergency Department,148,6
12/14/2020,07/18/2020,Health District,Central Shenandoah,Northwest Region,Urgent Care,30,8
12/14/2020,07/11/2020,Health District,Alexandria,Northern Region,Urgent Care,102,38
12/14/2020,11/07/2020,Health District,Central Shenandoah,Northwest Region,Emergency Department,124,6
12/14/2020,08/15/2020,Health District,Rappahannock,Northwest Region,Urgent Care,205,16
12/14/2020,05/09/2020,Health District,Mount Rogers,Southwest Region,Emergency Department,36,3
12/14/2020,03/14/2020,Health District,Chickahominy,Central Region,Urgent Care,33,5
12/14/2020,03/21/2020,Health District,Piedmont,Central Region,Emergency Department,77,10
12/14/2020,05/02/2020,Health District,Henrico,Central Region,Urgent Care,228,21
12/14/2020,10/10/2020,Health District,Richmond,Central Region,Emergency Department,127,7
12/14/2020,12/05/2020,Health District,Norfolk,Eastern Region,Urgent Care,178,25
12/14/2020,11/07/2020,Health District,Portsmouth,Eastern Region,Emergency Department,59,5
12/14/2020,09/26/2020,Health District,Mount Rogers,Southwest Region,Emergency Department,56,4
12/14/2020,11/14/2020,Health District,New River,Southwest Region,Urgent Care,35,9
12/14/2020,03/14/2020,Health District,New River,Southwest Region,Emergency Department,109,7
12/14/2020,06/20/2020,Health District,West Piedmont,Southwest Region,Urgent Care,3,1
12/14/2020,06/06/2020,Health District,Loudoun,Northern Region,Urgent Care,397,37
12/14/2020,11/14/2020,Health District,Fairfax,Northern Region,Emergency Department,445,10
12/14/2020,03/21/2020,Health District,Virginia Beach,Eastern Region,Emergency Department,297,10
12/14/2020,07/25/2020,Health District,Western Tidewater,Eastern Region,Urgent Care,37,12
12/14/2020,10/17/2020,Health District,Prince William,Northern Region,Urgent Care,716,32
12/14/2020,12/05/2020,Health District,Central Shenandoah,Northwest Region,Urgent Care,35,13
12/14/2020,06/20/2020,Health District,Central Shenandoah,Northwest Region,Emergency Department,73,3
12/14/2020,09/26/2020,Health District,Crater,Central Region,Emergency Department,174,8
12/14/2020,03/07/2020,Health District,Crater,Central Region,Urgent Care,47,6
12/14/2020,07/11/2020,Health District,Peninsula,Eastern Region,Emergency Department,194,7
12/14/2020,05/16/2020,Health District,Southside,Central Region,Emergency Department,42,8
12/14/2020,10/31/2020,Health District,Southside,Central Region,Urgent Care,7,18
12/14/2020,12/12/2020,Health District,Three Rivers,Eastern Region,Emergency Department,171,14
12/14/2020,05/23/2020,Health District,Thomas Jefferson,Northwest Region,Emergency Department,42,5
12/14/2020,06/27/2020,Health District,Central Virginia,Southwest Region,Urgent Care,15,11
