Report Date,Week End Date,Geography Type,Geography Name,VDH Health Region,Facility Type,Count of CLI Visits,Percent of CLI Visits
11/30/2020,06/06/2020,Health District,Chesterfield,Central Region,Urgent Care,703,34
11/30/2020,05/09/2020,Health District,Crater,Central Region,Emergency Department,128,8
11/30/2020,07/25/2020,Health District,Crater,Central Region,Urgent Care,136,18
11/30/2020,10/03/2020,Health District,Southside,Central Region,Emergency Department,73,9
11/30/2020,05/30/2020,Health District,Hampton,Eastern Region,Emergency Department,33,4
11/30/2020,07/11/2020,Health District,Portsmouth,Eastern Region,Urgent Care,97,18
11/30/2020,06/06/2020,Health District,Arlington,Northern Region,Urgent Care,46,19
11/30/2020,05/30/2020,Health District,Lord Fairfax,Northwest Region,Emergency Department,116,7
11/30/2020,11/14/2020,Health District,Central Virginia,Southwest Region,Urgent Care,7,6
11/30/2020,03/21/2020,Health District,Roanoke,Southwest Region,Emergency Department,103,11
11/30/2020,05/23/2020,Health District,Richmond,Central Region,Emergency Department,153,10
11/30/2020,06/27/2020,Health District,Hampton,Eastern Region,Urgent Care,234,28
11/30/2020,06/27/2020,Health District,Eastern Shore,Eastern Region,Emergency Department,24,7
11/30/2020,08/22/2020,Health District,Three Rivers,Eastern Region,Urgent Care,86,15
11/30/2020,11/14/2020,Health District,Virginia Beach,Eastern Region,Emergency Department,204,7
11/30/2020,05/02/2020,Health District,Alexandria,Northern Region,Emergency Department,112,21
11/30/2020,06/06/2020,Health District,Lenowisco,Southwest Region,Emergency Department,13,3
11/30/2020,05/09/2020,Health District,Mount Rogers,Southwest Region,Emergency Department,36,3
11/30/2020,04/04/2020,Health District,Pittsylvania-Danville,Southwest Region,Emergency Department,29,6
11/30/2020,04/18/2020,Health District,Roanoke,Southwest Region,Urgent Care,7,5
11/30/2020,11/28/2020,Health District,West Piedmont,Southwest Region,Emergency Department,125,12
11/30/2020,03/07/2020,Health District,Western Tidewater,Eastern Region,Urgent Care,32,8
11/30/2020,07/11/2020,Health District,Alexandria,Northern Region,Urgent Care,102,38
11/30/2020,07/18/2020,Health District,Central Shenandoah,Northwest Region,Urgent Care,30,8
11/30/2020,07/18/2020,Health District,Prince William,Northern Region,Emergency Department,148,6
11/30/2020,11/07/2020,Health District,Central Shenandoah,Northwest Region,Emergency Department,124,6
11/30/2020,08/15/2020,Health District,Rappahannock,Northwest Region,Urgent Care,205,16
11/30/2020,03/14/2020,Health District,Chickahominy,Central Region,Urgent Care,33,5
11/30/2020,03/21/2020,Health District,Piedmont,Central Region,Emergency Department,77,10
11/30/2020,05/02/2020,Health District,Henrico,Central Region,Urgent Care,228,21
11/30/2020,10/10/2020,Health District,Richmond,Central Region,Emergency Department,127,7
11/30/2020,11/07/2020,Health District,Portsmouth,Eastern Region,Emergency Department,59,5
11/30/2020,03/21/2020,Health District,Virginia Beach,Eastern Region,Emergency Department,297,10
11/30/2020,03/14/2020,Health District,New River,Southwest Region,Emergency Department,109,7
11/30/2020,11/14/2020,Health District,New River,Southwest Region,Urgent Care,35,9
11/30/2020,06/20/2020,Health District,West Piedmont,Southwest Region,Urgent Care,3,1
11/30/2020,07/25/2020,Health District,Western Tidewater,Eastern Region,Urgent Care,37,12
11/30/2020,11/14/2020,Health District,Fairfax,Northern Region,Emergency Department,445,10
11/30/2020,06/06/2020,Health District,Loudoun,Northern Region,Urgent Care,397,37
11/30/2020,06/20/2020,Health District,Central Shenandoah,Northwest Region,Emergency Department,73,3
11/30/2020,10/17/2020,Health District,Prince William,Northern Region,Urgent Care,716,32
11/30/2020,09/26/2020,Health District,Mount Rogers,Southwest Region,Emergency Department,56,4
11/30/2020,03/07/2020,Health District,Crater,Central Region,Urgent Care,47,6
11/30/2020,09/26/2020,Health District,Crater,Central Region,Emergency Department,173,8
11/30/2020,05/16/2020,Health District,Southside,Central Region,Emergency Department,42,8
11/30/2020,07/11/2020,Health District,Peninsula,Eastern Region,Emergency Department,194,7
11/30/2020,11/28/2020,Health District,Portsmouth,Eastern Region,Urgent Care,118,24
11/30/2020,05/23/2020,Health District,Thomas Jefferson,Northwest Region,Emergency Department,42,5
11/30/2020,06/27/2020,Health District,Central Virginia,Southwest Region,Urgent Care,15,11
11/30/2020,08/08/2020,Health District,Roanoke,Southwest Region,Emergency Department,81,8
11/30/2020,10/31/2020,Health District,Southside,Central Region,Urgent Care,7,18
11/30/2020,07/04/2020,Health District,Chickahominy,Central Region,Emergency Department,47,5
11/30/2020,09/12/2020,Health District,Henrico,Central Region,Emergency Department,193,7
11/30/2020,07/25/2020,Health District,Chesapeake,Eastern Region,Emergency Department,312,17
11/30/2020,05/09/2020,Health District,Chesapeake,Eastern Region,Emergency Department,92,7
11/30/2020,11/14/2020,Health District,Eastern Shore,Eastern Region,Emergency Department,24,7
11/30/2020,04/18/2020,Health District,Fairfax,Northern Region,Urgent Care,201,16
11/30/2020,09/05/2020,Health District,Roanoke,Southwest Region,Urgent Care,11,5
11/30/2020,11/28/2020,Health District,Henrico,Central Region,Emergency Department,263,10
11/30/2020,11/21/2020,Health District,Roanoke,Southwest Region,Urgent Care,34,13
11/30/2020,10/31/2020,Health District,Rappahannock,Northwest Region,Emergency Department,121,6
11/30/2020,11/14/2020,Health District,Lord Fairfax,Northwest Region,Urgent Care,378,35
11/30/2020,10/24/2020,Health District,Lenowisco,Southwest Region,Emergency Department,72,12
11/30/2020,08/22/2020,Health District,Pittsylvania-Danville,Southwest Region,Emergency Department,67,8
11/30/2020,08/29/2020,Health District,Pittsylvania-Danville,Southwest Region,Urgent Care,0,0
11/30/2020,11/14/2020,Health District,Pittsylvania-Danville,Southwest Region,Urgent Care,0,0
