"﻿Report Date",HealthDistrict,HPRName,Cases,Death
2020-07-01,Fairfax,"Northern Region",2,0
2020-07-01,Roanoke,"Southwest Region",0,0
2020-07-01,"Eastern Shore","Eastern Region",0,0
2020-07-01,"Western Tidewater","Eastern Region",0,0
2020-07-01,"Thomas Jefferson","Northwest Region",0,0
2020-07-01,Pittsylvania-Danville,"Southwest Region",0,0
2020-07-01,"Cumberland Plateau","Southwest Region",0,0
2020-07-01,Henrico,"Central Region",0,0
2020-07-01,Portsmouth,"Eastern Region",0,0
2020-07-01,Hampton,"Eastern Region",0,0
2020-07-01,Chesapeake,"Eastern Region",0,0
2020-07-01,Rappahannock,"Northwest Region",0,0
2020-07-01,Loudoun,"Northern Region",0,0
2020-07-01,Southside,"Central Region",0,0
2020-07-01,Richmond,"Central Region",0,0
2020-07-01,Piedmont,"Central Region",0,0
2020-07-01,Norfolk,"Eastern Region",0,0
2020-07-01,"Three Rivers","Eastern Region",0,0
2020-07-01,"Prince William","Northern Region",1,0
2020-07-01,Chickahominy,"Central Region",0,0
2020-07-01,Alexandria,"Northern Region",1,0
2020-07-01,"Rappahannock Rapidan","Northwest Region",0,0
2020-07-01,Crater,"Central Region",0,0
2020-07-01,Lenowisco,"Southwest Region",0,0
2020-07-01,"Central Virginia","Southwest Region",0,0
2020-07-01,"Lord Fairfax","Northwest Region",0,0
2020-07-01,Chesterfield,"Central Region",0,0
2020-07-01,Arlington,"Northern Region",0,0
2020-07-01,"New River","Southwest Region",0,0
2020-07-01,Alleghany,"Southwest Region",0,0
2020-07-01,"Central Shenandoah","Northwest Region",1,0
2020-07-01,"Mount Rogers","Southwest Region",0,0
2020-07-01,"West Piedmont","Southwest Region",0,0
2020-07-01,"Virginia Beach","Eastern Region",0,0
2020-07-01,Peninsula,"Eastern Region",0,0
