"﻿Report Date",HealthDistrict,HPRName,Cases,Death
2020-07-02,Fairfax,"Northern Region",2,0
2020-07-02,Roanoke,"Southwest Region",0,0
2020-07-02,"Eastern Shore","Eastern Region",0,0
2020-07-02,"Western Tidewater","Eastern Region",0,0
2020-07-02,"Thomas Jefferson","Northwest Region",0,0
2020-07-02,Pittsylvania-Danville,"Southwest Region",0,0
2020-07-02,"Cumberland Plateau","Southwest Region",0,0
2020-07-02,Henrico,"Central Region",0,0
2020-07-02,Portsmouth,"Eastern Region",0,0
2020-07-02,Hampton,"Eastern Region",0,0
2020-07-02,Chesapeake,"Eastern Region",0,0
2020-07-02,Rappahannock,"Northwest Region",0,0
2020-07-02,Loudoun,"Northern Region",0,0
2020-07-02,Southside,"Central Region",0,0
2020-07-02,Richmond,"Central Region",0,0
2020-07-02,Piedmont,"Central Region",0,0
2020-07-02,Norfolk,"Eastern Region",0,0
2020-07-02,"Three Rivers","Eastern Region",0,0
2020-07-02,"Prince William","Northern Region",1,0
2020-07-02,Chickahominy,"Central Region",0,0
2020-07-02,Alexandria,"Northern Region",1,0
2020-07-02,"Rappahannock Rapidan","Northwest Region",0,0
2020-07-02,Crater,"Central Region",0,0
2020-07-02,Lenowisco,"Southwest Region",0,0
2020-07-02,"Central Virginia","Southwest Region",0,0
2020-07-02,"Lord Fairfax","Northwest Region",0,0
2020-07-02,Chesterfield,"Central Region",0,0
2020-07-02,Arlington,"Northern Region",0,0
2020-07-02,"New River","Southwest Region",0,0
2020-07-02,Alleghany,"Southwest Region",0,0
2020-07-02,"Central Shenandoah","Northwest Region",1,0
2020-07-02,"Mount Rogers","Southwest Region",0,0
2020-07-02,"West Piedmont","Southwest Region",0,0
2020-07-02,"Virginia Beach","Eastern Region",0,0
2020-07-02,Peninsula,"Eastern Region",0,0
