"﻿Report Date",HealthDistrict,HPRName,Cases,Death
2020-06-15,Fairfax,"Northern Region",2,0
2020-06-15,Roanoke,"Southwest Region",0,0
2020-06-15,"Eastern Shore","Eastern Region",0,0
2020-06-15,"Western Tidewater","Eastern Region",0,0
2020-06-15,"Thomas Jefferson","Northwest Region",0,0
2020-06-15,Pittsylvania-Danville,"Southwest Region",0,0
2020-06-15,"Cumberland Plateau","Southwest Region",0,0
2020-06-15,Henrico,"Central Region",0,0
2020-06-15,Portsmouth,"Eastern Region",0,0
2020-06-15,Hampton,"Eastern Region",0,0
2020-06-15,Chesapeake,"Eastern Region",0,0
2020-06-15,Rappahannock,"Northwest Region",0,0
2020-06-15,Loudoun,"Northern Region",0,0
2020-06-15,Southside,"Central Region",0,0
2020-06-15,Richmond,"Central Region",0,0
2020-06-15,Piedmont,"Central Region",0,0
2020-06-15,Norfolk,"Eastern Region",0,0
2020-06-15,"Three Rivers","Eastern Region",0,0
2020-06-15,"Prince William","Northern Region",0,0
2020-06-15,Chickahominy,"Central Region",0,0
2020-06-15,Alexandria,"Northern Region",0,0
2020-06-15,"Rappahannock Rapidan","Northwest Region",0,0
2020-06-15,Crater,"Central Region",0,0
2020-06-15,Lenowisco,"Southwest Region",0,0
2020-06-15,"Central Virginia","Southwest Region",0,0
2020-06-15,"Lord Fairfax","Northwest Region",0,0
2020-06-15,Chesterfield,"Central Region",0,0
2020-06-15,Arlington,"Northern Region",0,0
2020-06-15,"New River","Southwest Region",0,0
2020-06-15,Alleghany,"Southwest Region",0,0
2020-06-15,"Central Shenandoah","Northwest Region",0,0
2020-06-15,"Mount Rogers","Southwest Region",0,0
2020-06-15,"West Piedmont","Southwest Region",0,0
2020-06-15,"Virginia Beach","Eastern Region",0,0
2020-06-15,Peninsula,"Eastern Region",0,0
