"﻿Report Date","Health District",Race,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-31,Roanoke,"Black or African American",22,6,2
2020-05-31,Alleghany,"Black or African American",5,1,1
2020-05-31,Richmond,"Not Reported",372,3,0
2020-05-31,"Central Virginia",Other,2,1,0
2020-05-31,Rappahannock,Other,401,48,2
2020-05-31,Roanoke,Other,2,0,0
2020-05-31,Piedmont,"Black or African American",222,27,1
2020-05-31,Chesterfield,Other,228,4,0
2020-05-31,Portsmouth,"Black or African American",141,31,7
2020-05-31,Portsmouth,"Not Reported",85,2,2
2020-05-31,Norfolk,"Not Reported",90,0,0
2020-05-31,"Eastern Shore",White,279,13,14
2020-05-31,"Eastern Shore","Not Reported",121,1,0
2020-05-31,Roanoke,White,78,3,7
2020-05-31,"Three Rivers",Other,49,4,0
2020-05-31,Fairfax,Other,4691,676,84
2020-05-31,Henrico,"Not Reported",416,2,2
2020-05-31,"Lord Fairfax",Other,239,19,6
2020-05-31,Piedmont,Other,27,2,0
2020-05-31,Lenowisco,"Black or African American",0,0,0
2020-05-31,Arlington,White,721,132,50
2020-05-31,Hampton,"Black or African American",103,24,3
2020-05-31,Alexandria,White,712,72,27
2020-05-31,Hampton,"Not Reported",52,0,0
2020-05-31,"Mount Rogers",White,290,29,6
2020-05-31,Alexandria,"Not Reported",571,16,5
2020-05-31,Chickahominy,"Black or African American",76,27,9
2020-05-31,Chesapeake,"Black or African American",176,44,5
2020-05-31,"Western Tidewater","Not Reported",191,2,1
2020-05-31,"Cumberland Plateau","Not Reported",1,0,0
2020-05-31,"Western Tidewater",Other,29,1,2
2020-05-31,Loudoun,"Black or African American",99,11,2
2020-05-31,"Prince William",Other,1398,174,11
2020-05-31,Arlington,"Not Reported",767,62,14
2020-05-31,"West Piedmont","Black or African American",42,9,1
2020-05-31,Peninsula,Other,38,8,1
2020-05-31,Norfolk,Other,47,4,0
2020-05-31,"Lord Fairfax","Black or African American",41,4,1
2020-05-31,"Mount Rogers","Not Reported",24,1,0
2020-05-31,"Central Virginia","Black or African American",21,2,1
2020-05-31,"West Piedmont",Other,38,1,1
2020-05-31,Portsmouth,White,61,9,2
2020-05-31,"Thomas Jefferson","Not Reported",67,0,0
2020-05-31,"Three Rivers","Not Reported",134,4,3
2020-05-31,"Virginia Beach","Black or African American",156,17,3
2020-05-31,"Prince William","Black or African American",465,86,25
2020-05-31,Loudoun,"Not Reported",1301,4,7
2020-05-31,Loudoun,White,658,90,43
2020-05-31,Peninsula,"Not Reported",127,2,0
2020-05-31,Pittsylvania-Danville,"Black or African American",35,9,0
2020-05-31,Henrico,White,569,74,69
2020-05-31,Richmond,White,203,19,5
2020-05-31,Southside,"Black or African American",47,12,3
2020-05-31,Chickahominy,White,210,49,21
2020-05-31,"Thomas Jefferson",Other,76,5,2
2020-05-31,"Virginia Beach",Other,82,20,3
2020-05-31,"Central Shenandoah","Black or African American",75,3,2
2020-05-31,Chesterfield,White,398,43,33
2020-05-31,"Central Virginia",White,76,10,3
2020-05-31,Rappahannock,White,442,54,12
2020-05-31,"New River",White,73,13,1
2020-05-31,"Mount Rogers",Other,31,3,0
2020-05-31,Crater,White,145,19,6
2020-05-31,Alleghany,"Not Reported",56,3,0
2020-05-31,Arlington,Other,478,126,24
2020-05-31,Piedmont,White,174,11,3
2020-05-31,"Cumberland Plateau",Other,0,0,0
2020-05-31,Pittsylvania-Danville,White,48,15,3
2020-05-31,"Virginia Beach",White,344,54,17
2020-05-31,Chickahominy,Other,22,6,0
2020-05-31,"New River","Black or African American",5,1,0
2020-05-31,"Virginia Beach","Not Reported",126,3,0
2020-05-31,"Rappahannock Rapidan",Other,74,12,0
2020-05-31,Piedmont,"Not Reported",297,7,2
2020-05-31,Portsmouth,Other,21,2,0
2020-05-31,Pittsylvania-Danville,"Not Reported",15,3,0
2020-05-31,"West Piedmont","Not Reported",34,3,0
2020-05-31,Norfolk,White,128,23,2
2020-05-31,Hampton,White,41,4,0
2020-05-31,"Western Tidewater","Black or African American",246,40,17
2020-05-31,"Prince William","Not Reported",3733,36,3
2020-05-31,Fairfax,White,2936,412,183
2020-05-31,Lenowisco,Other,1,0,0
2020-05-31,"Rappahannock Rapidan","Not Reported",565,22,4
2020-05-31,"Three Rivers","Black or African American",159,12,1
2020-05-31,Henrico,"Black or African American",588,105,56
