"﻿Report Date",HealthDistrict,HPRName,Cases,Death
2020-06-22,Fairfax,"Northern Region",2,0
2020-06-22,Roanoke,"Southwest Region",0,0
2020-06-22,"Eastern Shore","Eastern Region",0,0
2020-06-22,"Western Tidewater","Eastern Region",0,0
2020-06-22,"Thomas Jefferson","Northwest Region",0,0
2020-06-22,Pittsylvania-Danville,"Southwest Region",0,0
2020-06-22,"Cumberland Plateau","Southwest Region",0,0
2020-06-22,Henrico,"Central Region",0,0
2020-06-22,Portsmouth,"Eastern Region",0,0
2020-06-22,Hampton,"Eastern Region",0,0
2020-06-22,Chesapeake,"Eastern Region",0,0
2020-06-22,Rappahannock,"Northwest Region",0,0
2020-06-22,Loudoun,"Northern Region",0,0
2020-06-22,Southside,"Central Region",0,0
2020-06-22,Richmond,"Central Region",0,0
2020-06-22,Piedmont,"Central Region",0,0
2020-06-22,Norfolk,"Eastern Region",0,0
2020-06-22,"Three Rivers","Eastern Region",0,0
2020-06-22,"Prince William","Northern Region",1,0
2020-06-22,Chickahominy,"Central Region",0,0
2020-06-22,Alexandria,"Northern Region",1,0
2020-06-22,"Rappahannock Rapidan","Northwest Region",0,0
2020-06-22,Crater,"Central Region",0,0
2020-06-22,Lenowisco,"Southwest Region",0,0
2020-06-22,"Central Virginia","Southwest Region",0,0
2020-06-22,"Lord Fairfax","Northwest Region",0,0
2020-06-22,Chesterfield,"Central Region",0,0
2020-06-22,Arlington,"Northern Region",0,0
2020-06-22,"New River","Southwest Region",0,0
2020-06-22,Alleghany,"Southwest Region",0,0
2020-06-22,"Central Shenandoah","Northwest Region",0,0
2020-06-22,"Mount Rogers","Southwest Region",0,0
2020-06-22,"West Piedmont","Southwest Region",0,0
2020-06-22,"Virginia Beach","Eastern Region",0,0
2020-06-22,Peninsula,"Eastern Region",0,0
