"﻿Report Date","Health District","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-06-22,Southside,366,47,26
2020-06-22,Chesapeake,759,106,16
2020-06-22,"Thomas Jefferson",799,81,19
2020-06-22,Roanoke,324,13,10
2020-06-22,"Eastern Shore",1303,106,42
2020-06-22,"Mount Rogers",636,65,23
2020-06-22,Chickahominy,607,104,35
2020-06-22,"New River",177,20,4
2020-06-22,"Central Virginia",304,17,4
2020-06-22,Piedmont,977,79,7
2020-06-22,"Lord Fairfax",1868,158,62
2020-06-22,Crater,1350,128,21
2020-06-22,Hampton,271,37,5
2020-06-22,Alexandria,2236,231,49
2020-06-22,Fairfax,13626,1581,452
2020-06-22,Richmond,2008,199,29
2020-06-22,Arlington,2424,412,126
2020-06-22,"Rappahannock Rapidan",1402,103,18
2020-06-22,Rappahannock,2293,206,34
2020-06-22,Pittsylvania-Danville,160,33,3
2020-06-22,"Prince William",8684,763,154
2020-06-22,"Cumberland Plateau",37,2,0
2020-06-22,Portsmouth,419,62,13
2020-06-22,"Virginia Beach",1006,115,27
2020-06-22,"West Piedmont",376,36,5
2020-06-22,"Three Rivers",625,48,11
2020-06-22,Alleghany,327,31,14
2020-06-22,Lenowisco,48,16,4
2020-06-22,Norfolk,746,91,7
2020-06-22,"Western Tidewater",739,80,46
2020-06-22,Henrico,2426,240,138
2020-06-22,"Central Shenandoah",1897,150,34
2020-06-22,Loudoun,3612,255,84
2020-06-22,Chesterfield,2770,130,65
2020-06-22,Peninsula,863,124,33
