FIPS,District,Region,Value,Class,Measure,Week
NULL,NULL,NULL,0,Minimum,Age Group,NULL
NULL,NULL,NULL,8,Median,Onset_PH,NULL
NULL,NULL,NULL,8.951642,Mean,Onset_PH,NULL
NULL,NULL,NULL,51,Mean,Age Group,NULL
NULL,NULL,NULL,106,Maximum,Age Group,NULL
NULL,NULL,Central,0,1/2/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/7/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/8/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/9/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/13/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/15/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/16/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/18/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/21/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/23/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/24/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/26/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/27/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/29/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/31/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/5/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/6/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/7/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/8/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/10/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/15/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/16/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/17/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/18/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/20/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/23/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/25/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/28/2020,Epi_Curve,NULL
NULL,NULL,Central,0,3/1/2020,Epi_Curve,NULL
NULL,NULL,Central,0,3/8/2020,Epi_Curve,NULL
NULL,NULL,Central,1,2/26/2020,Epi_Curve,NULL
NULL,NULL,Central,1,3/3/2020,Epi_Curve,NULL
NULL,NULL,Central,1,3/6/2020,Epi_Curve,NULL
NULL,NULL,Central,2,3/7/2020,Epi_Curve,NULL
NULL,NULL,Central,6,3/11/2020,Epi_Curve,NULL
NULL,NULL,Central,7,3/14/2020,Epi_Curve,NULL
NULL,NULL,Central,7.945255,Mean,Onset_PH,NULL
NULL,NULL,Central,10,3/12/2020,Epi_Curve,NULL
NULL,NULL,Central,14,3/21/2020,Epi_Curve,NULL
NULL,NULL,Central,16,3/22/2020,Epi_Curve,NULL
NULL,NULL,Central,21,4/18/2020,Epi_Curve,NULL
NULL,NULL,Central,27,3/18/2020,Epi_Curve,NULL
NULL,NULL,Central,31,4/12/2020,Epi_Curve,NULL
NULL,NULL,Central,32,Maximum,Onset_PH,NULL
NULL,NULL,Central,36,4/17/2020,Epi_Curve,NULL
NULL,NULL,Central,37,4/4/2020,Epi_Curve,NULL
NULL,NULL,Central,37,4/11/2020,Epi_Curve,NULL
NULL,NULL,Central,40,3/23/2020,Epi_Curve,NULL
NULL,NULL,Central,42,3/20/2020,Epi_Curve,NULL
NULL,NULL,Central,47,4/2/2020,Epi_Curve,NULL
NULL,NULL,Central,48,4/15/2020,Epi_Curve,NULL
NULL,NULL,Central,51,3/27/2020,Epi_Curve,NULL
NULL,NULL,Central,54,4/13/2020,Epi_Curve,NULL
NULL,NULL,Central,55,4/5/2020,Epi_Curve,NULL
NULL,NULL,Central,59,4/1/2020,Epi_Curve,NULL
NULL,NULL,Central,60,4/14/2020,Epi_Curve,NULL
NULL,NULL,Central,68,4/16/2020,Epi_Curve,NULL
NULL,NULL,Central,73,3/31/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/2/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/7/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/8/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/9/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/10/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/11/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/12/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/15/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/16/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/18/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/20/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/22/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/25/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/28/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/31/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/5/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/6/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/7/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/8/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/10/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/15/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/16/2020,Epi_Curve,NULL
NULL,NULL,NULL,0,Minimum,Onset_PH,NULL
NULL,NULL,NULL,51,Median,Age Group,NULL
NULL,NULL,NULL,56,Maximum,Onset_PH,NULL
NULL,NULL,Central,0,1/1/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/3/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/4/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/5/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/6/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/10/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/11/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/12/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/14/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/17/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/19/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/20/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/22/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/25/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/28/2020,Epi_Curve,NULL
NULL,NULL,Central,0,1/30/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/1/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/2/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/3/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/4/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/9/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/11/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/12/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/13/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/14/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/19/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/21/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/22/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/24/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/27/2020,Epi_Curve,NULL
NULL,NULL,Central,0,2/29/2020,Epi_Curve,NULL
NULL,NULL,Central,0,3/2/2020,Epi_Curve,NULL
NULL,NULL,Central,0,3/4/2020,Epi_Curve,NULL
NULL,NULL,Central,0,3/5/2020,Epi_Curve,NULL
NULL,NULL,Central,0,Minimum,Onset_PH,NULL
NULL,NULL,Central,6,3/9/2020,Epi_Curve,NULL
NULL,NULL,Central,6,3/10/2020,Epi_Curve,NULL
NULL,NULL,Central,6,3/15/2020,Epi_Curve,NULL
NULL,NULL,Central,7,3/16/2020,Epi_Curve,NULL
NULL,NULL,Central,8,Median,Onset_PH,NULL
NULL,NULL,Central,10,3/13/2020,Epi_Curve,NULL
NULL,NULL,Central,21,3/17/2020,Epi_Curve,NULL
NULL,NULL,Central,29,3/19/2020,Epi_Curve,NULL
NULL,NULL,Central,43,3/29/2020,Epi_Curve,NULL
NULL,NULL,Central,44,3/25/2020,Epi_Curve,NULL
NULL,NULL,Central,44,3/28/2020,Epi_Curve,NULL
NULL,NULL,Central,46,3/24/2020,Epi_Curve,NULL
NULL,NULL,Central,47,4/3/2020,Epi_Curve,NULL
NULL,NULL,Central,50,3/26/2020,Epi_Curve,NULL
NULL,NULL,Central,77,4/6/2020,Epi_Curve,NULL
NULL,NULL,Central,78,4/10/2020,Epi_Curve,NULL
NULL,NULL,Central,86,4/9/2020,Epi_Curve,NULL
NULL,NULL,Central,90,4/7/2020,Epi_Curve,NULL
NULL,NULL,Central,106,4/8/2020,Epi_Curve,NULL
NULL,NULL,Central,112,3/30/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/1/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/3/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/4/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/5/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/6/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/13/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/14/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/17/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/19/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/21/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/23/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/24/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/26/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/27/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/29/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,1/30/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/1/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/2/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/3/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/4/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/9/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/11/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/12/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/13/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/14/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/19/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/21/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/17/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/18/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/20/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/23/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/25/2020,Epi_Curve,NULL
NULL,NULL,Eastern,1,2/26/2020,Epi_Curve,NULL
NULL,NULL,Eastern,1,2/28/2020,Epi_Curve,NULL
NULL,NULL,Eastern,3,3/3/2020,Epi_Curve,NULL
NULL,NULL,Eastern,4,3/2/2020,Epi_Curve,NULL
NULL,NULL,Eastern,5,3/4/2020,Epi_Curve,NULL
NULL,NULL,Eastern,5,3/7/2020,Epi_Curve,NULL
NULL,NULL,Eastern,6,3/5/2020,Epi_Curve,NULL
NULL,NULL,Eastern,10,3/9/2020,Epi_Curve,NULL
NULL,NULL,Eastern,20,3/22/2020,Epi_Curve,NULL
NULL,NULL,Eastern,21,4/4/2020,Epi_Curve,NULL
NULL,NULL,Eastern,24,3/12/2020,Epi_Curve,NULL
NULL,NULL,Eastern,25,4/15/2020,Epi_Curve,NULL
NULL,NULL,Eastern,27,3/15/2020,Epi_Curve,NULL
NULL,NULL,Eastern,32,4/1/2020,Epi_Curve,NULL
NULL,NULL,Eastern,33,3/20/2020,Epi_Curve,NULL
NULL,NULL,Eastern,34,3/14/2020,Epi_Curve,NULL
NULL,NULL,Eastern,35,4/8/2020,Epi_Curve,NULL
NULL,NULL,Eastern,36,3/27/2020,Epi_Curve,NULL
NULL,NULL,Eastern,36,4/3/2020,Epi_Curve,NULL
NULL,NULL,Eastern,37,3/21/2020,Epi_Curve,NULL
NULL,NULL,Eastern,38,3/16/2020,Epi_Curve,NULL
NULL,NULL,Eastern,38,3/24/2020,Epi_Curve,NULL
NULL,NULL,Eastern,38,4/16/2020,Epi_Curve,NULL
NULL,NULL,Eastern,42,3/30/2020,Epi_Curve,NULL
NULL,NULL,Eastern,45,3/18/2020,Epi_Curve,NULL
NULL,NULL,Eastern,45,3/23/2020,Epi_Curve,NULL
NULL,NULL,Eastern,45,Maximum,Onset_PH,NULL
NULL,NULL,Eastern,49,3/25/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/1/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/2/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/4/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/7/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/9/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/10/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/12/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/14/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/16/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/19/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/20/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/22/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/23/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/26/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/28/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/29/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,1/31/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/3/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/4/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/6/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/10/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/11/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/12/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/17/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/18/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/19/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/20/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/22/2020,Epi_Curve,NULL
NULL,NULL,Northern,0,2/25/2020,Epi_Curve,NULL
NULL,NULL,Northern,1,2/5/2020,Epi_Curve,NULL
NULL,NULL,Northern,6,3/5/2020,Epi_Curve,NULL
NULL,NULL,Northern,6,3/8/2020,Epi_Curve,NULL
NULL,NULL,Northern,7,3/4/2020,Epi_Curve,NULL
NULL,NULL,Northern,8,Median,Onset_PH,NULL
NULL,NULL,Northern,9,3/6/2020,Epi_Curve,NULL
NULL,NULL,Northern,9.429095,Mean,Onset_PH,NULL
NULL,NULL,Northern,10,3/7/2020,Epi_Curve,NULL
NULL,NULL,Northern,43,3/13/2020,Epi_Curve,NULL
NULL,NULL,Northern,43,Maximum,Onset_PH,NULL
NULL,NULL,Northern,57,3/14/2020,Epi_Curve,NULL
NULL,NULL,Northern,68,3/21/2020,Epi_Curve,NULL
NULL,NULL,Northern,73,3/29/2020,Epi_Curve,NULL
NULL,NULL,Northern,75,3/20/2020,Epi_Curve,NULL
NULL,NULL,Northern,77,3/16/2020,Epi_Curve,NULL
NULL,NULL,Northern,77,3/19/2020,Epi_Curve,NULL
NULL,NULL,Northern,85,3/28/2020,Epi_Curve,NULL
NULL,NULL,Northern,86,3/22/2020,Epi_Curve,NULL
NULL,NULL,Northern,87,4/18/2020,Epi_Curve,NULL
NULL,NULL,Northern,97,3/31/2020,Epi_Curve,NULL
NULL,NULL,Northern,106,3/23/2020,Epi_Curve,NULL
NULL,NULL,Northern,106,3/25/2020,Epi_Curve,NULL
NULL,NULL,Eastern,0,2/22/2020,Epi_Curve,NULL
