"﻿Report Date","Health District","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-06-19,Southside,363,47,26
2020-06-19,Chesapeake,709,105,16
2020-06-19,"Thomas Jefferson",739,81,19
2020-06-19,Roanoke,291,12,10
2020-06-19,"Eastern Shore",1289,106,41
2020-06-19,"Mount Rogers",613,63,23
2020-06-19,Chickahominy,585,103,34
2020-06-19,"New River",153,18,4
2020-06-19,"Central Virginia",293,17,4
2020-06-19,Piedmont,947,79,7
2020-06-19,"Lord Fairfax",1798,155,62
2020-06-19,Crater,1299,126,21
2020-06-19,Hampton,252,37,5
2020-06-19,Alexandria,2198,230,48
2020-06-19,Fairfax,13369,1565,445
2020-06-19,Richmond,1929,200,29
2020-06-19,Arlington,2396,409,126
2020-06-19,"Rappahannock Rapidan",1387,103,18
2020-06-19,Rappahannock,2230,202,32
2020-06-19,Pittsylvania-Danville,144,33,3
2020-06-19,"Prince William",8510,762,152
2020-06-19,"Cumberland Plateau",37,2,0
2020-06-19,Portsmouth,405,60,13
2020-06-19,"Virginia Beach",950,112,27
2020-06-19,"West Piedmont",367,36,5
2020-06-19,"Three Rivers",598,48,11
2020-06-19,Alleghany,305,28,14
2020-06-19,Lenowisco,46,16,4
2020-06-19,Norfolk,707,89,7
2020-06-19,"Western Tidewater",710,78,46
2020-06-19,Henrico,2368,241,138
2020-06-19,"Central Shenandoah",1850,148,32
2020-06-19,Loudoun,3504,232,82
2020-06-19,Chesterfield,2641,130,65
2020-06-19,Peninsula,811,124,33
