"﻿Report Date","Health District","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-12,Southside,182,29,10
2020-05-12,Chesapeake,343,70,9
2020-05-12,"Thomas Jefferson",354,63,13
2020-05-12,Roanoke,108,7,1
2020-05-12,"Eastern Shore",701,32,12
2020-05-12,"Mount Rogers",184,17,4
2020-05-12,Chickahominy,303,67,24
2020-05-12,"New River",89,12,1
2020-05-12,"Central Virginia",160,14,2
2020-05-12,Piedmont,433,35,5
2020-05-12,"Lord Fairfax",736,64,23
2020-05-12,Crater,313,72,14
2020-05-12,Hampton,147,29,3
2020-05-12,Alexandria,1240,145,30
2020-05-12,Fairfax,6547,987,260
2020-05-12,Richmond,565,96,18
2020-05-12,Arlington,1416,288,66
2020-05-12,"Rappahannock Rapidan",550,46,11
2020-05-12,Rappahannock,805,119,14
2020-05-12,Pittsylvania-Danville,58,21,2
2020-05-12,"Prince William",3647,357,64
2020-05-12,"Cumberland Plateau",29,2,0
2020-05-12,Portsmouth,210,38,9
2020-05-12,"Virginia Beach",509,85,18
2020-05-12,"West Piedmont",62,9,1
2020-05-12,"Three Rivers",344,28,5
2020-05-12,Alleghany,152,22,3
2020-05-12,Lenowisco,41,14,3
2020-05-12,Norfolk,319,52,5
2020-05-12,"Western Tidewater",489,55,26
2020-05-12,Henrico,1106,157,112
2020-05-12,"Central Shenandoah",1075,67,24
2020-05-12,Loudoun,1210,119,35
2020-05-12,Chesterfield,925,69,34
2020-05-12,Peninsula,448,108,30
