Date,Facility ID,Facility Name,Latitude,Longitude,VA Confirmed,VA Deaths
2020-04-16,652,Hunter Holmes McGuire Veterans Administration Medical Center,-77.46681,37.49796,55,3
2020-04-16,590,Hampton VA Medical Center,-76.332371,37.015768,45,1
2020-04-16,658,Salem VA Medical Center,-80.023889,37.276111,2,0
2020-04-17,652,Hunter Holmes McGuire Veterans Administration Medical Center,37.49796,-77.46681,59,3
2020-04-17,590,Hampton VA Medical Center,37.015768,-76.332371,45,1
2020-04-17,658,Salem VA Medical Center,37.276111,-80.023889,2,0
2020-04-18,652,Hunter Holmes McGuire Veterans Administration Medical Center,37.49796,-77.46681,61,3
2020-04-18,590,Hampton VA Medical Center,37.015768,-76.332371,45,1
2020-04-18,658,Salem VA Medical Center,37.276111,-80.023889,2,0
2020-04-19,652,Hunter Holmes McGuire Veterans Administration Medical Center,37.49796,-77.46681,61,3
2020-04-19,590,Hampton VA Medical Center,37.015768,-76.332371,45,1
2020-04-19,658,Salem VA Medical Center,37.276111,-80.023889,3,0
2020-04-22,652,Hunter Holmes McGuire Veterans Administration Medical Center,37.49796,-77.46681,61,3
2020-04-22,590,Hampton VA Medical Center,37.015768,-76.332371,52,1
2020-04-22,658,Salem VA Medical Center,37.276111,-80.023889,3,0
2020-04-23,652,Hunter Holmes McGuire Veterans Administration Medical Center,37.49796,-77.46681,66,4
2020-04-23,590,Hampton VA Medical Center,37.015768,-76.332371,57,1
2020-04-23,658,Salem VA Medical Center,37.276111,-80.023889,4,0
2020-04-24,652,Hunter Holmes McGuire Veterans Administration Medical Center,37.49796,-77.46681,67,4
2020-04-24,590,Hampton VA Medical Center,37.015768,-76.332371,60,1
2020-04-24,658,Salem VA Medical Center,37.276111,-80.023889,4,0
2020-04-26,652,Hunter Holmes McGuire Veterans Administration Medical Center,37.49796,-77.46681,68,5
2020-04-26,590,Hampton VA Medical Center,37.015768,-76.332371,60,1
2020-04-26,658,Salem VA Medical Center,37.276111,-80.023889,4,0
2020-04-27,652,Hunter Holmes McGuire Veterans Administration Medical Center,37.49796,-77.46681,68,5
2020-04-27,590,Hampton VA Medical Center,37.015768,-76.332371,60,1
2020-04-27,658,Salem VA Medical Center,37.276111,-80.023889,4,0
2020-04-28,652,Hunter Holmes McGuire Veterans Administration Medical Center,37.49796,-77.46681,69,5
2020-04-28,590,Hampton VA Medical Center,37.015768,-76.332371,59,1
2020-04-28,658,Salem VA Medical Center,37.276111,-80.023889,4,0
2020-04-29,652,Hunter Holmes McGuire Veterans Administration Medical Center,37.49796,-77.46681,71,5
2020-04-29,590,Hampton VA Medical Center,37.015768,-76.332371,60,1
2020-04-29,658,Salem VA Medical Center,37.276111,-80.023889,4,0
2020-04-30,652,Hunter Holmes McGuire Veterans Administration Medical Center,37.49796,-77.46681,74,5
2020-04-30,590,Hampton VA Medical Center,37.015768,-76.332371,60,1
2020-04-30,658,Salem VA Medical Center,37.276111,-80.023889,4,0
