"﻿Report Date","Health District",Ethnicity,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-16,Southside,"Not Reported",140,23,11
2020-05-16,"Lord Fairfax","Hispanic or Latino",197,16,4
2020-05-16,"Eastern Shore","Not Hispanic or Latino",622,38,14
2020-05-16,Portsmouth,"Hispanic or Latino",6,2,0
2020-05-16,Fairfax,"Not Reported",1943,98,89
2020-05-16,Richmond,"Hispanic or Latino",223,24,1
2020-05-16,Chesapeake,"Not Reported",96,6,0
2020-05-16,Arlington,"Hispanic or Latino",418,121,7
2020-05-16,"West Piedmont","Not Hispanic or Latino",54,9,3
2020-05-16,Fairfax,"Not Hispanic or Latino",2050,527,169
2020-05-16,Piedmont,"Hispanic or Latino",15,0,0
2020-05-16,Crater,"Not Hispanic or Latino",197,47,7
2020-05-16,Chickahominy,"Not Hispanic or Latino",166,56,22
2020-05-16,"New River","Not Hispanic or Latino",55,12,1
2020-05-16,"Lord Fairfax","Not Reported",240,11,8
2020-05-16,Rappahannock,"Not Reported",334,20,1
2020-05-16,"Central Shenandoah","Not Reported",201,4,5
2020-05-16,"Central Virginia","Not Hispanic or Latino",62,11,2
2020-05-16,Lenowisco,"Not Hispanic or Latino",23,11,2
2020-05-16,"Cumberland Plateau","Not Hispanic or Latino",16,2,0
2020-05-16,"Western Tidewater","Not Hispanic or Latino",314,55,27
2020-05-16,"New River","Not Reported",30,0,0
2020-05-16,Chesterfield,"Not Reported",660,17,18
2020-05-16,Chesterfield,"Hispanic or Latino",137,4,0
2020-05-16,Hampton,"Not Hispanic or Latino",116,29,3
2020-05-16,Chesapeake,"Not Hispanic or Latino",266,65,9
2020-05-16,Peninsula,"Hispanic or Latino",38,9,1
2020-05-16,Arlington,"Not Reported",748,79,16
2020-05-16,Roanoke,"Not Hispanic or Latino",70,7,7
2020-05-16,"Lord Fairfax","Not Hispanic or Latino",422,48,21
2020-05-16,"Eastern Shore","Hispanic or Latino",135,5,3
2020-05-16,"Mount Rogers","Not Reported",20,2,0
2020-05-16,"Three Rivers","Not Hispanic or Latino",208,20,3
2020-05-16,"Thomas Jefferson","Not Reported",37,0,0
2020-05-16,"Three Rivers","Not Reported",136,10,3
2020-05-16,Arlington,"Not Hispanic or Latino",394,117,51
2020-05-16,Alleghany,"Not Hispanic or Latino",103,17,5
2020-05-16,Loudoun,"Not Reported",533,7,7
2020-05-16,Fairfax,"Hispanic or Latino",3482,451,27
2020-05-16,Peninsula,"Not Reported",86,3,2
2020-05-16,Crater,"Hispanic or Latino",18,1,0
2020-05-16,Piedmont,"Not Hispanic or Latino",244,27,3
2020-05-16,Henrico,"Hispanic or Latino",82,14,3
2020-05-16,Alexandria,"Not Hispanic or Latino",472,83,26
2020-05-16,"Central Virginia","Hispanic or Latino",15,2,1
2020-05-16,Alleghany,"Not Reported",44,2,1
2020-05-16,"Cumberland Plateau","Hispanic or Latino",0,0,0
2020-05-16,"Western Tidewater","Hispanic or Latino",3,0,0
2020-05-16,Chesterfield,"Not Hispanic or Latino",281,51,18
2020-05-16,Pittsylvania-Danville,"Not Hispanic or Latino",47,17,2
2020-05-16,"Mount Rogers","Hispanic or Latino",97,0,0
2020-05-16,Richmond,"Not Reported",211,13,1
2020-05-16,Peninsula,"Not Hispanic or Latino",354,100,28
2020-05-16,Chesapeake,"Hispanic or Latino",18,5,1
2020-05-16,Southside,"Hispanic or Latino",2,1,0
2020-05-16,"Thomas Jefferson","Not Hispanic or Latino",309,64,13
2020-05-16,Norfolk,"Not Hispanic or Latino",242,50,5
2020-05-16,Portsmouth,"Not Reported",113,8,2
2020-05-16,Norfolk,"Not Reported",71,1,0
2020-05-16,"Three Rivers","Hispanic or Latino",23,0,0
2020-05-16,"Eastern Shore","Not Reported",107,0,0
2020-05-16,Alleghany,"Hispanic or Latino",11,4,0
2020-05-16,Henrico,"Not Reported",480,26,23
2020-05-16,Henrico,"Not Hispanic or Latino",664,130,87
2020-05-16,Loudoun,"Not Hispanic or Latino",482,85,38
2020-05-16,Hampton,"Not Reported",32,1,0
2020-05-16,"Rappahannock Rapidan","Not Hispanic or Latino",139,19,7
2020-05-16,Alexandria,"Not Reported",316,6,4
2020-05-16,Rappahannock,"Not Hispanic or Latino",308,60,12
2020-05-16,"Western Tidewater","Not Reported",220,2,1
2020-05-16,"Cumberland Plateau","Not Reported",14,0,0
2020-05-16,Alexandria,"Hispanic or Latino",672,69,4
2020-05-16,"Virginia Beach","Not Hispanic or Latino",395,74,17
2020-05-16,"Prince William","Hispanic or Latino",1563,239,17
2020-05-16,"Virginia Beach","Not Reported",112,7,1
2020-05-16,"Central Shenandoah","Hispanic or Latino",510,31,2
2020-05-16,Pittsylvania-Danville,"Hispanic or Latino",5,1,0
2020-05-16,"Mount Rogers","Not Hispanic or Latino",108,15,4
2020-05-16,Piedmont,"Not Reported",300,11,2
2020-05-16,Southside,"Not Hispanic or Latino",69,10,6
