"﻿Report Date",HealthDistrict,HPRName,Cases,Death
2020-06-16,Fairfax,"Northern Region",2,0
2020-06-16,Roanoke,"Southwest Region",0,0
2020-06-16,"Eastern Shore","Eastern Region",0,0
2020-06-16,"Western Tidewater","Eastern Region",0,0
2020-06-16,"Thomas Jefferson","Northwest Region",0,0
2020-06-16,Pittsylvania-Danville,"Southwest Region",0,0
2020-06-16,"Cumberland Plateau","Southwest Region",0,0
2020-06-16,Henrico,"Central Region",0,0
2020-06-16,Portsmouth,"Eastern Region",0,0
2020-06-16,Hampton,"Eastern Region",0,0
2020-06-16,Chesapeake,"Eastern Region",0,0
2020-06-16,Rappahannock,"Northwest Region",0,0
2020-06-16,Loudoun,"Northern Region",0,0
2020-06-16,Southside,"Central Region",0,0
2020-06-16,Richmond,"Central Region",0,0
2020-06-16,Piedmont,"Central Region",0,0
2020-06-16,Norfolk,"Eastern Region",0,0
2020-06-16,"Three Rivers","Eastern Region",0,0
2020-06-16,"Prince William","Northern Region",0,0
2020-06-16,Chickahominy,"Central Region",0,0
2020-06-16,Alexandria,"Northern Region",0,0
2020-06-16,"Rappahannock Rapidan","Northwest Region",0,0
2020-06-16,Crater,"Central Region",0,0
2020-06-16,Lenowisco,"Southwest Region",0,0
2020-06-16,"Central Virginia","Southwest Region",0,0
2020-06-16,"Lord Fairfax","Northwest Region",0,0
2020-06-16,Chesterfield,"Central Region",0,0
2020-06-16,Arlington,"Northern Region",0,0
2020-06-16,"New River","Southwest Region",0,0
2020-06-16,Alleghany,"Southwest Region",0,0
2020-06-16,"Central Shenandoah","Northwest Region",0,0
2020-06-16,"Mount Rogers","Southwest Region",0,0
2020-06-16,"West Piedmont","Southwest Region",0,0
2020-06-16,"Virginia Beach","Eastern Region",0,0
2020-06-16,Peninsula,"Eastern Region",0,0
