Report Date,FIPS,Locality,Facility Type,Status,Facility,Date VDH Notified,Cases,Deaths,Active
2020-07-03,51001,Accomack,Nursing Home,Outbreak in Progress,Shore Healthcare and Rehab Center,2020-05-04,12,0,1
2020-07-03,51003,Albemarle,Assisted Living,Outbreak in Progress,Heritage Inn,2020-06-30,*,0,1
2020-07-03,51003,Albemarle,Multicare,Outbreak Closed,Westminster Canterbury of The Blue Ridge NH,2020-05-04,*,0,0
2020-07-03,51003,Albemarle,Multicare,Pending Closure,Our Lady of Peace,2020-04-21,56,9,0
2020-07-03,51013,Arlington,Assisted Living,Outbreak in Progress,Culpepper Garden,2020-06-05,*,0,1
2020-07-03,51013,Arlington,Assisted Living,Outbreak in Progress,Sunrise at Bluemont Park,2020-05-15,14,*,1
2020-07-03,51013,Arlington,Assisted Living,Pending Closure,Sunrise of Arlington,2020-05-19,21,*,0
2020-07-03,51013,Arlington,Multicare,Outbreak Closed,Cherrydale Health & Rehabilitation Center,2020-04-09,144,28,0
2020-07-03,51013,Arlington,Multicare,Pending Closure,Brookdale Assisted Living,2020-03-28,49,10,0
2020-07-03,51013,Arlington,Multicare,Pending Closure,The Jefferson,2020-04-04,38,9,0
2020-07-03,51013,Arlington,Nursing Home,Pending Closure,Manor Care Health Services - Arlington,2020-04-08,87,17,0
2020-07-03,51013,Arlington,Nursing Home,Pending Closure,Regency Care of Arlington,2020-04-08,137,30,0
2020-07-03,51015,Augusta,Assisted Living,Pending Closure,Golden Gardens Residential Living,2020-05-06,*,0,0
2020-07-03,51019,Bedford,Nursing Home,Outbreak in Progress,Oakwood Manor Nursing Home,2020-05-27,*,0,1
2020-07-03,51023,Botetourt,Nursing Home,Outbreak in Progress,Carrington Place at Botetourt,2020-06-24,13,0,1
2020-07-03,51035,Carroll,Nursing Home,Pending Closure,Hillsville Health and Rehab,2020-05-14,65,7,0
2020-07-03,51041,Chesterfield,Assisted Living,Outbreak Closed,Lucy Corr Village,2020-04-03,*,0,0
2020-07-03,51041,Chesterfield,Assisted Living,Outbreak Closed,Spring Arbor of Salisbury,2020-04-02,37,7,0
2020-07-03,51041,Chesterfield,Assisted Living,Outbreak in Progress,Elmcroft of Chesterfield,2020-06-24,*,0,1
2020-07-03,51041,Chesterfield,Assisted Living,Outbreak in Progress,Morningside of Bellgrade,2020-04-14,31,8,1
2020-07-03,51041,Chesterfield,Multicare,Outbreak Closed,Brandermill Woods,2020-04-30,39,7,0
2020-07-03,51041,Chesterfield,Nursing Home,Outbreak Closed,Laurels of Bon Air,2020-04-12,12,5,0
2020-07-03,51041,Chesterfield,Nursing Home,Pending Closure,Laurels of Willow Creek,2020-05-27,23,6,0
2020-07-03,51053,Dinwiddie,Nursing Home,Outbreak in Progress,Dinwiddie Health and Rehab Center,2020-06-15,12,0,1
2020-07-03,51059,Fairfax,Assisted Living,Outbreak Closed,Aarondale Retirement and Assisted Living Community,2020-04-09,*,0,0
2020-07-03,51059,Fairfax,Assisted Living,Outbreak Closed,Arbor Terrace Memory Care,2020-04-15,19,8,0
2020-07-03,51059,Fairfax,Assisted Living,Outbreak Closed,Arden Courts of Annandale,2020-04-09,13,5,0
2020-07-03,51059,Fairfax,Assisted Living,Outbreak Closed,Brightview of Great Falls,2020-04-24,7,*,0
2020-07-03,51059,Fairfax,Assisted Living,Outbreak Closed,Great Falls Assisted Living,2020-04-17,19,6,0
2020-07-03,51059,Fairfax,Assisted Living,Outbreak Closed,Renaissance of Annandale,2020-05-12,27,*,0
2020-07-03,51059,Fairfax,Assisted Living,Outbreak Closed,Stevenson's Place,2020-06-04,*,0,0
2020-07-03,51059,Fairfax,Assisted Living,Outbreak Closed,Sunrise Assisted Living of McLean,2020-03-20,59,14,0
2020-07-03,51059,Fairfax,Assisted Living,Outbreak Closed,Sunrise at Mount Vernon,2020-04-07,16,*,0
2020-07-03,51059,Fairfax,Assisted Living,Outbreak Closed,The Lincolnian,2020-04-24,26,*,0
2020-07-03,51059,Fairfax,Assisted Living,Outbreak in Progress,Arbor Terrace at Herndon,2020-05-12,5,*,1
2020-07-03,51059,Fairfax,Assisted Living,Outbreak in Progress,Harmony at Spring Hill,2020-05-12,*,0,1
2020-07-03,51059,Fairfax,Assisted Living,Outbreak in Progress,Heatherwood Retirement Community,2020-04-11,50,11,1
2020-07-03,51059,Fairfax,Assisted Living,Outbreak in Progress,Spring Hills Mount Vernon,2020-05-12,*,0,1
2020-07-03,51059,Fairfax,Assisted Living,Outbreak in Progress,Sunrise of Hunter Mill,2020-05-27,*,0,1
2020-07-03,51059,Fairfax,Assisted Living,Outbreak in Progress,The Kensington Falls Church,2020-03-17,27,5,1
2020-07-03,51059,Fairfax,Assisted Living,Pending Closure,Arden Courts of Fair Oaks,2020-04-17,5,*,0
2020-07-03,51059,Fairfax,Assisted Living,Pending Closure,Bright View Woodburn,2020-04-28,29,10,0
2020-07-03,51059,Fairfax,Assisted Living,Pending Closure,Chesterbrook Residences,2020-04-07,31,7,0
2020-07-03,51059,Fairfax,Assisted Living,Pending Closure,Gardens at Fair Oaks,2020-05-21,14,*,0
2020-07-03,51059,Fairfax,Assisted Living,Pending Closure,Harmony at Chantilly,2020-05-01,19,*,0
2020-07-03,51059,Fairfax,Assisted Living,Pending Closure,Larmax Homes,2020-04-17,17,*,0
2020-07-03,51059,Fairfax,Assisted Living,Pending Closure,Sunrise of Springfield,2020-04-10,22,*,0
2020-07-03,51059,Fairfax,Assisted Living,Pending Closure,Tall Oaks,2020-04-30,47,11,0
2020-07-03,51059,Fairfax,Assisted Living,Pending Closure,Tysons Woods Assisted Living,2020-05-20,10,*,0
2020-07-03,51059,Fairfax,Multicare,Outbreak Closed,Leewood Healthcare Center,2020-05-28,*,*,0
2020-07-03,51059,Fairfax,Multicare,Outbreak in Progress,Greenspring Village Assisted Living,2020-04-17,68,20,1
2020-07-03,51059,Fairfax,Multicare,Outbreak in Progress,Leewood Healthcare Center,2020-04-09,114,35,1
2020-07-03,51059,Fairfax,Multicare,Outbreak in Progress,Sylvestery of Vinson Hall,2020-05-27,8,0,1
2020-07-03,51059,Fairfax,Multicare,Pending Closure,Arleigh Burke Pavilion,2020-04-15,46,7,0
2020-07-03,51059,Fairfax,Multicare,Pending Closure,Goodwin House - Bailey's Crossroads,2020-04-24,28,*,0
2020-07-03,51059,Fairfax,Multicare,Pending Closure,Hunter's Woods at Trails Edge,2020-06-04,10,*,0
2020-07-03,51059,Fairfax,Multicare,Pending Closure,The Fairfax at Belvoir Woods,2020-04-24,11,*,0
2020-07-03,51059,Fairfax,Multicare,Pending Closure,The Virginian Retirement Community,2020-04-09,141,26,0
2020-07-03,51059,Fairfax,Nursing Home,Outbreak Closed,Burke Health Care Center,2020-04-09,129,22,0
2020-07-03,51059,Fairfax,Nursing Home,Outbreak Closed,Dulles Health & Rehab,2020-03-29,101,22,0
2020-07-03,51059,Fairfax,Nursing Home,Outbreak Closed,Iliff Nursing and Rehabilitation Center,2020-04-09,78,12,0
2020-07-03,51059,Fairfax,Nursing Home,Outbreak Closed,Powhatan Nursing Home,2020-05-12,*,0,0
2020-07-03,51059,Fairfax,Nursing Home,Outbreak in Progress,Annandale Healthcare Center,2020-04-09,156,55,1
2020-07-03,51059,Fairfax,Nursing Home,Outbreak in Progress,ManorCare Health Services-Alexandria,2020-04-24,79,7,1
2020-07-03,51059,Fairfax,Nursing Home,Outbreak in Progress,Mount Vernon Nursing and Rehabilitation Center,2020-04-09,79,15,1
2020-07-03,51059,Fairfax,Nursing Home,Pending Closure,Fairfax Nursing and Rehabilitation Center,2020-04-17,71,12,0
2020-07-03,51059,Fairfax,Nursing Home,Pending Closure,ManorCare Health Services-Fair Oaks,2020-05-04,136,12,0
2020-07-03,51065,Fluvanna,Nursing Home,Pending Closure,Envoy at the Village,2020-04-08,54,8,0
2020-07-03,51085,Hanover,Assisted Living,Outbreak Closed,The Crossings at Hanover,2020-04-03,60,12,0
2020-07-03,51085,Hanover,Multicare,Outbreak in Progress,Covenant Woods Nursing Home,2020-05-20,*,0,1
2020-07-03,51085,Hanover,Nursing Home,Outbreak Closed,Autumn Care of Mechanicsville,2020-04-05,45,9,0
