"﻿Report Date","Health District","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-06-02,Southside,276,39,23
2020-06-02,Chesapeake,541,89,15
2020-06-02,"Thomas Jefferson",552,70,19
2020-06-02,Roanoke,171,9,9
2020-06-02,"Eastern Shore",1182,77,35
2020-06-02,"Mount Rogers",361,34,6
2020-06-02,Chickahominy,501,85,32
2020-06-02,"New River",118,15,1
2020-06-02,"Central Virginia",218,16,4
2020-06-02,Piedmont,751,51,6
2020-06-02,"Lord Fairfax",1456,123,54
2020-06-02,Crater,809,92,20
2020-06-02,Hampton,212,30,3
2020-06-02,Alexandria,2000,193,44
2020-06-02,Fairfax,11548,1377,405
2020-06-02,Richmond,1434,158,24
2020-06-02,Arlington,2133,377,117
2020-06-02,"Rappahannock Rapidan",1211,83,16
2020-06-02,Rappahannock,1637,159,18
2020-06-02,Pittsylvania-Danville,102,28,3
2020-06-02,"Prince William",7186,578,121
2020-06-02,"Cumberland Plateau",35,2,0
2020-06-02,Portsmouth,325,47,11
2020-06-02,"Virginia Beach",752,95,23
2020-06-02,"West Piedmont",228,21,5
2020-06-02,"Three Rivers",535,38,8
2020-06-02,Alleghany,211,24,16
2020-06-02,Lenowisco,43,16,4
2020-06-02,Norfolk,530,70,6
2020-06-02,"Western Tidewater",640,73,40
2020-06-02,Henrico,1919,208,135
2020-06-02,"Central Shenandoah",1597,123,31
2020-06-02,Loudoun,2636,165,67
2020-06-02,Chesterfield,1759,88,54
2020-06-02,Peninsula,630,117,32
