"﻿Report Date",HealthDistrict,HPRName,Cases,Death
2020-07-03,Fairfax,"Northern Region",2,0
2020-07-03,Roanoke,"Southwest Region",0,0
2020-07-03,"Eastern Shore","Eastern Region",0,0
2020-07-03,"Western Tidewater","Eastern Region",0,0
2020-07-03,"Thomas Jefferson","Northwest Region",0,0
2020-07-03,Pittsylvania-Danville,"Southwest Region",0,0
2020-07-03,"Cumberland Plateau","Southwest Region",0,0
2020-07-03,Henrico,"Central Region",0,0
2020-07-03,Portsmouth,"Eastern Region",0,0
2020-07-03,Hampton,"Eastern Region",0,0
2020-07-03,Chesapeake,"Eastern Region",0,0
2020-07-03,Rappahannock,"Northwest Region",0,0
2020-07-03,Loudoun,"Northern Region",0,0
2020-07-03,Southside,"Central Region",0,0
2020-07-03,Richmond,"Central Region",0,0
2020-07-03,Piedmont,"Central Region",0,0
2020-07-03,Norfolk,"Eastern Region",0,0
2020-07-03,"Three Rivers","Eastern Region",0,0
2020-07-03,"Prince William","Northern Region",1,0
2020-07-03,Chickahominy,"Central Region",0,0
2020-07-03,Alexandria,"Northern Region",1,0
2020-07-03,"Rappahannock Rapidan","Northwest Region",0,0
2020-07-03,Crater,"Central Region",0,0
2020-07-03,Lenowisco,"Southwest Region",0,0
2020-07-03,"Central Virginia","Southwest Region",0,0
2020-07-03,"Lord Fairfax","Northwest Region",0,0
2020-07-03,Chesterfield,"Central Region",0,0
2020-07-03,Arlington,"Northern Region",0,0
2020-07-03,"New River","Southwest Region",0,0
2020-07-03,Alleghany,"Southwest Region",0,0
2020-07-03,"Central Shenandoah","Northwest Region",1,0
2020-07-03,"Mount Rogers","Southwest Region",0,0
2020-07-03,"West Piedmont","Southwest Region",0,0
2020-07-03,"Virginia Beach","Eastern Region",0,0
2020-07-03,Peninsula,"Eastern Region",0,0
