Date,"Total COVID-19 Patients","ICU Patients","Vent Patients",PPE,Capacity,"Surge Capacity","Beds Occupied"
12/02/2020,1860,427,188,0,16476,19771.2,13217
01/05/2021,2918,558,337,0,16476,19771.2,13398
10/02/2020,890,201,108,0,16476,19771.2,13247
09/11/2020,1120,249,120,2,16476,19771.2,13020
02/04/2021,2444,486,294,0,16476,19771.2,13292
02/01/2021,2446,478,304,0,16476,19771.2,13157
08/26/2020,1170,265,145,1,16476,19771.2,12889
11/30/2020,1658,376,162,0,16476,19771.2,12496
07/08/2020,971,230,98,0,16476,19771.2,12794
11/22/2020,1469,320,145,0,16476,19771.2,12780
01/11/2021,3117,571,352,0,16476,19771.2,13379
07/18/2020,1166,254,108,0,16476,19771.2,12758
08/25/2020,1174,273,144,1,16476,19771.2,12655
12/26/2020,2454,548,299,0,16476,19771.2,12384
01/14/2021,3196,583,366,0,16476,19771.2,13462
06/13/2020,959,295,142,0,16476,19771.2,12545
06/08/2020,1173,308,160,0,16476,19771.2,12049
08/31/2020,1082,257,146,2,16476,19771.2,12613
09/28/2020,890,193,103,0,16476,19771.2,12663
01/15/2021,3147,580,362,0,16476,19771.2,13514
01/17/2021,4043,566,339,0,16476,19771.2,13312
04/20/2020,1296,396,237,6,16476,19771.2,10515
05/09/2020,1593,367,198,0,16476,19771.2,11778
01/22/2021,2972,547,332,0,16476,19771.2,13429
02/08/2021,2285,464,298,0,16476,19771.2,12983
08/22/2020,1154,254,125,1,16476,19771.2,12860
11/21/2020,1507,331,135,0,16476,19771.2,12927
12/29/2020,2698,539,326,0,16476,19771.2,13136
06/25/2020,854,237,104,0,16476,19771.2,12852
07/29/2020,1350,276,155,0,16476,19771.2,12829
12/25/2020,2478,518,291,0,16476,19771.2,12726
04/26/2020,1436,387,217,2,16476,19771.2,11156
10/10/2020,943,208,97,0,16476,19771.2,13017
02/02/2021,2473,493,304,0,16476,19771.2,13269
09/30/2020,908,190,104,0,16476,19771.2,13102
08/13/2020,1258,289,141,3,16476,19771.2,13043
06/27/2020,819,234,103,0,16476,19771.2,12629
05/22/2020,1459,366,207,0,16476,19771.2,12287
06/07/2020,1186,316,165,0,16476,19771.2,12102
10/07/2020,1003,228,109,0,16476,19771.2,13022
04/18/2020,1307,398,230,6,16476,19771.2,10379
04/30/2020,1550,372,208,2,16476,19771.2,11377
11/03/2020,1026,222,97,0,16476,19771.2,12847
01/07/2021,3000,568,366,0,16476,19771.2,13414
10/14/2020,1007,230,102,0,16476,19771.2,13083
01/08/2021,2991,547,351,0,16476,19771.2,13603
12/24/2020,2577,530,294,0,16476,19771.2,13122
09/25/2020,965,221,117,0,16476,19771.2,13004
01/18/2021,3151,584,354,0,16476,19771.2,13267
09/24/2020,982,219,112,0,16476,19771.2,13136
11/07/2020,1062,215,91,0,16476,19771.2,12971
05/10/2020,1555,351,187,0,16476,19771.2,11790
01/28/2021,2706,515,322,0,16476,19771.2,13418
02/11/2021,2136,451,289,0,16476,19771.2,13459
01/27/2021,2868,537,332,0,16476,19771.2,13468
07/19/2020,1186,249,127,0,16476,19771.2,12656
12/23/2020,2586,532,290,0,16476,19771.2,13182
10/05/2020,925,213,101,0,16476,19771.2,12880
10/01/2020,913,210,107,0,16476,19771.2,13284
05/27/2020,1459,390,203,0,16476,19771.2,12176
04/22/2020,1374,419,244,3,16476,19771.2,10957
08/30/2020,1090,251,132,2,16476,19771.2,12629
08/06/2020,1349,284,157,0,16476,19771.2,12953
09/20/2020,939,263,126,0,16476,19771.2,12725
12/16/2020,2349,511,257,0,16476,19771.2,13398
05/20/2020,1536,370,202,0,16476,19771.2,12212
11/06/2020,1057,216,96,0,16476,19771.2,12557
11/11/2020,1265,250,106,0,16476,19771.2,13302
08/02/2020,1172,267,138,0,16476,19771.2,12765
01/06/2021,2925,537,357,0,16476,19771.2,13597
06/12/2020,1026,297,143,0,16476,19771.2,12684
05/24/2020,1351,354,192,0,16476,19771.2,11904
06/10/2020,1155,296,139,2,16476,19771.2,12594
09/03/2020,1130,257,123,1,16476,19771.2,13043
11/19/2020,1569,303,123,0,16476,19771.2,13174
08/05/2020,1304,283,144,0,16476,19771.2,12915
06/30/2020,902,230,98,0,16476,19771.2,12567
06/11/2020,1069,273,138,0,16476,19771.2,12642
05/28/2020,1502,416,195,0,16476,19771.2,12396
10/17/2020,993,219,100,0,16476,19771.2,13231
04/14/2020,1282,422,276,7,16476,19771.2,10485
08/19/2020,1243,280,145,0,16476,19771.2,12985
01/19/2021,3173,588,347,0,16476,19771.2,13318
12/21/2020,2442,530,282,0,16476,19771.2,12916
05/07/2020,1613,371,203,0,16476,19771.2,11793
10/18/2020,972,205,95,0,16476,19771.2,12516
06/18/2020,857,241,129,0,16476,19771.2,12594
04/25/2020,1405,357,223,3,16476,19771.2,11123
04/17/2020,1308,400,224,6,16476,19771.2,10889
09/15/2020,1015,228,104,2,16476,19771.2,12705
06/24/2020,886,235,107,0,16476,19771.2,12714
05/12/2020,1529,364,201,0,16476,19771.2,11692
09/27/2020,868,198,103,0,16476,19771.2,12633
01/23/2021,2927,567,320,0,16476,19771.2,13298
08/24/2020,1127,256,134,1,16476,19771.2,12774
09/09/2020,1072,252,121,1,16476,19771.2,12730
02/06/2021,2376,465,294,0,16476,19771.2,13320
11/29/2020,1628,365,155,0,16476,19771.2,12334
01/30/2021,2632,507,311,0,16476,19771.2,13346
08/08/2020,1258,271,145,1,16476,19771.2,12967
10/06/2020,926,219,104,0,16476,19771.2,12680
05/05/2020,1496,361,189,0,16476,19771.2,11750
04/16/2020,1337,427,238,6,16476,19771.2,10933
10/03/2020,906,191,103,0,16476,19771.2,13144
12/01/2020,1757,398,173,0,16476,19771.2,12759
10/11/2020,924,201,98,0,16476,19771.2,12835
02/12/2021,2117,430,268,0,16476,19771.2,13465
01/13/2021,3209,587,362,0,16476,19771.2,13505
12/31/2020,2744,525,328,0,16476,19771.2,13273
10/25/2020,979,216,109,0,16476,19771.2,12753
02/13/2021,1991,408,262,0,16476,19771.2,13276
12/18/2020,2409,510,254,0,16476,19771.2,13402
10/22/2020,1109,218,120,0,16476,19771.2,13021
09/04/2020,1101,244,128,1,16476,19771.2,12962
05/08/2020,1625,378,199,0,16476,19771.2,11841
11/23/2020,1512,351,152,0,16476,19771.2,12666
06/19/2020,862,251,121,0,16476,19771.2,12613
11/02/2020,1031,214,97,0,16476,19771.2,12761
11/20/2020,1510,318,133,0,16476,19771.2,13120
11/10/2020,1174,224,88,0,16476,19771.2,12952
08/29/2020,1101,245,131,2,16476,19771.2,12867
01/02/2021,2710,557,335,0,16476,19771.2,12892
06/14/2020,958,334,155,0,16476,19771.2,12330
01/10/2021,3060,553,348,0,16476,19771.2,13435
08/16/2020,1184,283,165,1,16476,19771.2,12741
07/20/2020,1158,265,125,0,16476,19771.2,12599
12/12/2020,2088,429,229,0,16476,19771.2,13216
02/10/2021,2201,449,286,0,16476,19771.2,13450
12/14/2020,2226,444,236,0,16476,19771.2,13117
01/20/2021,3098,554,338,0,16476,19771.2,13518
07/04/2020,808,207,99,0,16476,19771.2,12452
06/01/2020,1371,347,188,0,16476,19771.2,12056
05/11/2020,1504,362,194,0,16476,19771.2,11829
05/18/2020,1502,361,194,0,16476,19771.2,12087
06/23/2020,847,245,126,0,16476,19771.2,12152
12/28/2020,2563,526,321,0,16476,19771.2,12728
01/26/2021,2847,539,316,0,16476,19771.2,13355
07/21/2020,1189,258,127,2,16476,19771.2,12711
02/09/2021,2248,467,290,0,16476,19771.2,13171
02/03/2021,2545,500,309,0,16476,19771.2,13333
09/16/2020,1027,212,103,2,16476,19771.2,13024
07/11/2020,1020,230,97,0,16476,19771.2,12946
11/26/2020,1601,370,152,0,16476,19771.2,12709
07/22/2020,1157,253,136,1,16476,19771.2,12921
01/21/2021,3011,545,337,0,16476,19771.2,13497
10/12/2020,965,205,92,0,16476,19771.2,12527
11/13/2020,1296,258,115,0,16476,19771.2,13349
07/30/2020,1357,284,147,0,16476,19771.2,13049
07/31/2020,1334,279,145,0,16476,19771.2,12871
12/20/2020,2405,517,272,0,16476,19771.2,13069
07/27/2020,1200,260,140,0,16476,19771.2,12642
01/04/2021,2765,563,339,0,16476,19771.2,13169
07/12/2020,1045,228,101,0,16476,19771.2,12777
12/08/2020,1918,435,196,0,16476,19771.2,13060
08/03/2020,1205,271,151,0,16476,19771.2,12721
10/08/2020,933,196,89,0,16476,19771.2,13271
10/13/2020,999,200,98,0,16476,19771.2,12821
09/17/2020,995,225,109,1,16476,19771.2,13195
08/28/2020,1101,261,136,2,16476,19771.2,13053
12/19/2020,2429,495,264,0,16476,19771.2,13280
09/13/2020,1012,232,119,2,16476,19771.2,12687
07/02/2020,888,206,95,0,16476,19771.2,12718
08/12/2020,1281,290,142,2,16476,19771.2,13102
05/13/2020,1526,374,202,0,16476,19771.2,11930
05/04/2020,1463,348,192,0,16476,19771.2,11459
06/26/2020,854,219,99,0,16476,19771.2,12680
08/14/2020,1299,268,150,3,16476,19771.2,13045
05/19/2020,1497,377,199,0,16476,19771.2,12065
02/07/2021,2303,456,301,0,16476,19771.2,13147
11/01/2020,1012,228,98,0,16476,19771.2,12701
05/25/2020,1376,349,182,0,16476,19771.2,11968
08/15/2020,1271,279,167,2,16476,19771.2,12954
06/05/2020,1205,320,161,0,16476,19771.2,12233
09/06/2020,1083,232,119,1,16476,19771.2,12650
11/12/2020,1313,246,110,0,16476,19771.2,13413
10/04/2020,877,197,98,0,16476,19771.2,12656
05/30/2020,1471,372,194,0,16476,19771.2,12146
07/06/2020,783,194,86,0,16476,19771.2,12237
05/26/2020,1403,366,190,0,16476,19771.2,11960
09/02/2020,1114,266,134,1,16476,19771.2,13053
09/07/2020,1061,249,119,1,16476,19771.2,12639
11/18/2020,1469,318,126,0,16476,19771.2,13091
12/07/2020,1885,403,180,0,16476,19771.2,12754
05/06/2020,1594,396,192,0,16476,19771.2,11715
07/17/2020,1171,247,118,0,16476,19771.2,12942
12/03/2020,1853,411,186,0,16476,19771.2,13223
12/06/2020,1969,395,187,0,16476,19771.2,13007
07/13/2020,1129,243,105,0,16476,19771.2,12677
12/30/2020,2707,553,330,0,16476,19771.2,13270
08/01/2020,1256,275,150,0,16476,19771.2,12896
05/16/2020,1505,381,189,0,16476,19771.2,11999
05/31/2020,1458,371,196,0,16476,19771.2,11684
10/19/2020,972,210,81,0,16476,19771.2,12468
11/24/2020,1496,354,146,0,16476,19771.2,12703
09/10/2020,1096,255,134,2,16476,19771.2,13023
05/02/2020,1426,375,202,1,16476,19771.2,11406
07/28/2020,1294,261,153,0,16476,19771.2,12652
01/12/2021,3185,582,349,0,16476,19771.2,13482
08/04/2020,1255,282,144,0,16476,19771.2,12706
10/21/2020,1010,202,97,0,16476,19771.2,13009
12/17/2020,2399,490,246,0,16476,19771.2,13443
12/15/2020,2361,490,240,0,16476,19771.2,13220
07/07/2020,902,221,105,0,16476,19771.2,12424
06/09/2020,1169,311,155,0,16476,19771.2,12137
09/19/2020,960,219,108,0,16476,19771.2,12927
06/03/2020,1311,313,185,0,16476,19771.2,12314
04/28/2020,1508,376,217,2,16476,19771.2,11299
06/15/2020,902,269,130,0,16476,19771.2,11957
10/09/2020,963,205,87,0,16476,19771.2,13147
07/05/2020,792,202,95,0,16476,19771.2,12182
06/02/2020,1362,336,186,0,16476,19771.2,11933
11/05/2020,1064,240,104,0,16476,19771.2,13064
07/03/2020,818,207,95,0,16476,19771.2,12748
06/17/2020,938,249,120,0,16476,19771.2,12488
01/25/2021,2892,554,324,0,16476,19771.2,13270
01/09/2021,3032,565,348,0,16476,19771.2,13537
07/25/2020,1201,266,138,0,16476,19771.2,12827
08/09/2020,1200,260,146,1,16476,19771.2,12781
01/29/2021,2691,511,309,0,16476,19771.2,13376
05/03/2020,1413,385,193,0,16476,19771.2,11289
06/04/2020,1266,321,171,0,16476,19771.2,12324
12/22/2020,2508,535,279,0,16476,19771.2,13027
12/10/2020,2018,410,201,0,16476,19771.2,13394
06/16/2020,904,241,125,0,16476,19771.2,12204
10/16/2020,1002,222,104,0,16476,19771.2,13245
11/14/2020,1312,261,121,0,16476,19771.2,13209
12/04/2020,1854,413,187,0,16476,19771.2,13281
09/14/2020,1006,220,110,2,16476,19771.2,12634
06/21/2020,863,243,125,0,16476,19771.2,12283
08/20/2020,1266,276,148,0,16476,19771.2,13151
01/16/2021,3119,561,354,0,16476,19771.2,13339
05/21/2020,1491,351,191,0,16476,19771.2,12226
10/24/2020,979,220,117,0,16476,19771.2,12949
06/22/2020,848,240,132,0,16476,19771.2,12155
12/11/2020,2075,417,212,0,16476,19771.2,13495
07/09/2020,956,215,93,0,16476,19771.2,12864
09/05/2020,1098,243,121,1,16476,19771.2,12925
09/18/2020,945,212,102,1,16476,19771.2,12911
11/27/2020,1593,373,160,0,16476,19771.2,11336
07/24/2020,1250,274,142,1,16476,19771.2,12980
09/29/2020,958,202,113,0,16476,19771.2,12720
10/29/2020,1082,249,108,0,16476,19771.2,13051
01/03/2021,2708,557,344,0,16476,19771.2,13021
04/24/2020,1399,379,220,4,16476,19771.2,10991
02/14/2021,1906,392,238,0,16476,19771.2,13155
10/15/2020,1009,220,104,0,16476,19771.2,13225
11/15/2020,1284,252,120,0,16476,19771.2,12361
12/13/2020,2127,416,220,0,16476,19771.2,13169
11/28/2020,1585,370,149,0,16476,19771.2,12241
12/27/2020,2495,514,318,0,16476,19771.2,12635
07/01/2020,892,205,95,0,16476,19771.2,12830
10/23/2020,1012,233,113,0,16476,19771.2,13177
11/04/2020,1041,231,102,0,16476,19771.2,13152
08/07/2020,1372,284,159,0,16476,19771.2,13015
05/14/2020,1533,355,201,0,16476,19771.2,12116
08/17/2020,1173,281,158,1,16476,19771.2,12588
08/11/2020,1293,280,148,1,16476,19771.2,12854
09/26/2020,924,202,111,0,16476,19771.2,13016
09/08/2020,1051,240,118,1,16476,19771.2,12512
10/28/2020,1068,252,113,0,16476,19771.2,13171
04/19/2020,1319,388,231,6,16476,19771.2,10623
11/09/2020,1127,214,98,0,16476,19771.2,12746
06/20/2020,880,267,133,0,16476,19771.2,12424
09/12/2020,995,228,113,2,16476,19771.2,12997
10/30/2020,1065,231,107,0,16476,19771.2,13096
11/16/2020,1337,263,118,0,16476,19771.2,12897
07/10/2020,1006,234,102,0,16476,19771.2,13013
