Date,"Total COVID-19 Patients","ICU Patients","Vent Patients",PPE,Capacity,"Surge Capacity","Beds Occupied"
04/14/2020,1282,422,276,7,16476,19771.2,10485
04/15/2020,1298,394,234,6,16476,19771.2,10859
04/16/2020,1337,427,238,6,16476,19771.2,10933
04/17/2020,1308,400,224,6,16476,19771.2,10889
04/18/2020,1307,398,230,6,16476,19771.2,10379
04/19/2020,1319,388,231,6,16476,19771.2,10623
04/20/2020,1296,396,237,6,16476,19771.2,10515
04/21/2020,1331,403,251,4,16476,19771.2,11011
04/22/2020,1374,419,244,3,16476,19771.2,10957
04/23/2020,1379,400,249,3,16476,19771.2,11149
04/24/2020,1399,379,220,4,16476,19771.2,10991
04/25/2020,1405,357,223,3,16476,19771.2,11123
04/26/2020,1436,387,217,2,16476,19771.2,11156
04/27/2020,1455,389,217,2,16476,19771.2,11043
04/28/2020,1508,376,217,2,16476,19771.2,11299
04/29/2020,1566,387,222,1,16476,19771.2,11324
04/30/2020,1550,372,208,2,16476,19771.2,11377
05/01/2020,1431,366,193,2,16476,19771.2,11295
05/02/2020,1426,375,202,1,16476,19771.2,11406
05/03/2020,1413,385,193,0,16476,19771.2,11289
05/04/2020,1463,348,192,0,16476,19771.2,11459
05/05/2020,1496,361,189,0,16476,19771.2,11750
05/06/2020,1594,396,192,0,16476,19771.2,11715
05/07/2020,1613,371,203,0,16476,19771.2,11793
05/08/2020,1625,378,199,0,16476,19771.2,11841
05/09/2020,1593,367,198,0,16476,19771.2,11778
05/10/2020,1555,351,187,0,16476,19771.2,11790
05/11/2020,1504,362,194,0,16476,19771.2,11829
05/12/2020,1529,364,201,0,16476,19771.2,11692
05/13/2020,1526,374,202,0,16476,19771.2,11930
05/14/2020,1533,355,201,0,16476,19771.2,12116
05/15/2020,1511,362,195,0,16476,19771.2,12148
05/16/2020,1505,381,189,0,16476,19771.2,11999
05/17/2020,1524,379,195,0,16476,19771.2,11926
05/18/2020,1502,361,194,0,16476,19771.2,12087
05/19/2020,1497,377,199,0,16476,19771.2,12065
05/20/2020,1536,370,202,0,16476,19771.2,12212
05/21/2020,1491,351,191,0,16476,19771.2,12226
05/22/2020,1459,366,207,0,16476,19771.2,12287
05/23/2020,1384,330,213,0,16476,19771.2,12191
05/24/2020,1351,354,192,0,16476,19771.2,11904
05/25/2020,1376,349,182,0,16476,19771.2,11968
05/26/2020,1403,366,190,0,16476,19771.2,11960
05/27/2020,1459,390,203,0,16476,19771.2,12176
05/28/2020,1502,416,195,0,16476,19771.2,12396
05/29/2020,1524,373,193,0,16476,19771.2,12369
05/30/2020,1471,372,194,0,16476,19771.2,12146
05/31/2020,1458,371,196,0,16476,19771.2,11684
06/01/2020,1371,347,188,0,16476,19771.2,12056
06/02/2020,1362,336,186,0,16476,19771.2,11933
06/03/2020,1311,313,185,0,16476,19771.2,12314
06/04/2020,1266,321,171,0,16476,19771.2,12324
06/05/2020,1205,320,161,0,16476,19771.2,12233
06/06/2020,1171,324,169,0,16476,19771.2,12280
06/07/2020,1186,316,165,0,16476,19771.2,12102
06/08/2020,1173,308,160,0,16476,19771.2,12049
06/09/2020,1169,311,155,0,16476,19771.2,12137
06/10/2020,1155,296,139,2,16476,19771.2,12594
06/11/2020,1069,273,138,0,16476,19771.2,12642
06/12/2020,1026,297,143,0,16476,19771.2,12684
06/13/2020,959,295,142,0,16476,19771.2,12545
06/14/2020,958,334,155,0,16476,19771.2,12330
06/15/2020,902,269,130,0,16476,19771.2,11957
06/16/2020,904,241,125,0,16476,19771.2,12204
06/17/2020,938,249,120,0,16476,19771.2,12488
06/18/2020,857,241,129,0,16476,19771.2,12594
06/19/2020,862,251,121,0,16476,19771.2,12613
06/20/2020,880,267,133,0,16476,19771.2,12424
06/21/2020,863,243,125,0,16476,19771.2,12283
06/22/2020,848,240,132,0,16476,19771.2,12155
06/23/2020,847,245,126,0,16476,19771.2,12152
06/24/2020,886,235,107,0,16476,19771.2,12714
06/25/2020,854,237,104,0,16476,19771.2,12852
06/26/2020,854,219,99,0,16476,19771.2,12680
06/27/2020,819,234,103,0,16476,19771.2,12629
06/28/2020,818,235,107,0,16476,19771.2,12449
06/29/2020,796,225,101,0,16476,19771.2,12374
06/30/2020,902,230,98,0,16476,19771.2,12567
07/01/2020,892,205,95,0,16476,19771.2,12830
07/02/2020,888,206,95,0,16476,19771.2,12718
07/03/2020,818,207,95,0,16476,19771.2,12748
07/04/2020,808,207,99,0,16476,19771.2,12452
07/05/2020,792,202,95,0,16476,19771.2,12182
07/06/2020,783,194,86,0,16476,19771.2,12237
07/07/2020,902,221,105,0,16476,19771.2,12424
07/08/2020,971,230,98,0,16476,19771.2,12794
07/09/2020,956,215,93,0,16476,19771.2,12864
07/10/2020,1006,234,102,0,16476,19771.2,13013
07/11/2020,1020,230,97,0,16476,19771.2,12946
07/12/2020,1045,228,101,0,16476,19771.2,12777
07/13/2020,1129,243,105,0,16476,19771.2,12677
07/14/2020,1127,249,112,0,16476,19771.2,12705
07/15/2020,1081,246,113,0,16476,19771.2,12933
07/16/2020,1134,248,118,0,16476,19771.2,13014
07/17/2020,1171,247,118,0,16476,19771.2,12942
07/18/2020,1166,254,108,0,16476,19771.2,12758
07/19/2020,1186,249,127,0,16476,19771.2,12656
07/20/2020,1158,265,125,0,16476,19771.2,12599
07/21/2020,1189,258,127,2,16476,19771.2,12711
07/22/2020,1157,253,136,1,16476,19771.2,12921
07/23/2020,1218,257,136,1,16476,19771.2,12990
07/24/2020,1250,274,142,1,16476,19771.2,12980
07/25/2020,1201,266,138,0,16476,19771.2,12827
07/26/2020,1174,268,143,0,16476,19771.2,12625
07/27/2020,1200,260,140,0,16476,19771.2,12642
07/28/2020,1294,261,153,0,16476,19771.2,12652
07/29/2020,1350,276,155,0,16476,19771.2,12829
